City,Category Name,Grade,Avg Growth Rate
MEDIAPOLIS,IMPORTED BRANDIES,low,1.0364141354945338
POCAHONTAS,IMPORTED FLAVORED VODKA,low,1.0364057044103225
FONTANELLE,MIXTO TEQUILA,low,1.0361707258258983
LAKE VIEW,IRISH WHISKIES,low,1.0360330447512376
PERRY,FLAVORED RUM,high,1.0355781104702253
LAKE VIEW,AMERICAN BRANDIES,low,1.0353165521934835
LAWLER,SINGLE MALT SCOTCH,low,1.0351123595505618
CLARINDA,TEMPORARY & SPECIALTY PACKAGES,mid,1.034996806039489
VILLISCA,CANADIAN WHISKIES,high,1.0345837198209253
URBANA,WHISKEY LIQUEUR,high,1.0344848484848486
URBANA,AMERICAN CORDIALS & LIQUEUR,low,1.0344044632143246
WEST BEND,STRAIGHT BOURBON WHISKIES,low,1.034121118624282
DELAWARE,AMERICAN FLAVORED VODKA,low,1.0339316177913707
CRESCO,AMERICAN VODKAS,high,1.0337467719786184
TAMA,CANADIAN WHISKIES,high,1.0333190884475008
GLIDDEN,IOWA SPIRITS MANUFACTURERS,low,1.0327069215920346
GARNER,STRAIGHT BOURBON WHISKIES,low,1.0326969422657282
LAKE PARK,IMPORTED CORDIALS & LIQUEUR,low,1.0325039951828516
SWISHER,COFFEE LIQUEURS,low,1.0324370621859507
STUART,IRISH WHISKIES,high,1.0324074074074072
WAVERLY,BLENDED WHISKIES,high,1.031968237075725
MARQUETTE,100% AGAVE TEQUILA,low,1.0316091954022988
OSKALOOSA,SCOTCH WHISKIES,mid,1.031594060652716
SAC CITY,100% AGAVE TEQUILA,high,1.0306990255536925
EMMETSBURG,WHITE RUM,high,1.0305555555555557
CENTER POINT,100% AGAVE TEQUILA,low,1.0301486259858723
KEOSAUQUA,IMPORTED CORDIALS & LIQUEUR,high,1.029985014027567
APLINGTON,WHISKEY LIQUEUR,low,1.0299366874796694
TABOR,TENNESSEE WHISKIES,low,1.0298649263448147
SPRINGVILLE,IOWA SPIRITS MANUFACTURERS,low,1.029468874928612
DAYTON,CANADIAN WHISKIES,high,1.0294528946551835
WELLSBURG,WHISKEY LIQUEUR,high,1.0294094940010432
WILLIAMSBURG,SINGLE MALT SCOTCH,mid,1.0293198704515145
CAMANCHE,NEUTRAL GRAIN SPIRITS FLAVORED,low,1.0292511311418993
FAIRFIELD,IRISH WHISKIES,high,1.0291935985974916
FARLEY,AMERICAN VODKAS,high,1.0291633494766548
DELHI,CANADIAN WHISKIES,low,1.029036576362158
GEORGE,STRAIGHT BOURBON WHISKIES,high,1.0288065843621401
NEVADA,BLENDED WHISKIES,high,1.0282923757179614
CEDAR RAPIDS,TEMPORARY & SPECIALTY PACKAGES,mid,1.0280521762916888
TOLEDO,AMERICAN SCHNAPPS,high,1.027987119173927
LAMONT,WHITE RUM,low,1.027777777777778
BLOOMFIELD,NEUTRAL GRAIN SPIRITS FLAVORED,low,1.0277777777777777
FORT MADISON,BOTTLED IN BOND BOURBON,mid,1.027027027027027
ORANGE CITY,WHISKEY LIQUEUR,high,1.0269935619656811
EARLY,TENNESSEE WHISKIES,high,1.0265636497424577
ALTOONA,NEUTRAL GRAIN SPIRITS FLAVORED,low,1.0265072675012983
ROCK RAPIDS,CREAM LIQUEURS,high,1.0264491046191915
WEST DES MOINES,IOWA SPIRITS MANUFACTURERS,high,1.0262603182827161
LAKE VIEW,CREAM LIQUEURS,high,1.0257281947142307
LAMONT,MIXTO TEQUILA,low,1.025
INDEPENDENCE,AMERICAN DRY GINS,mid,1.0249999999999997
ANAMOSA,TEMPORARY & SPECIALTY PACKAGES,high,1.0248496302381775
MAYNARD,AMERICAN CORDIALS & LIQUEUR,low,1.0246666666666666
CENTER POINT,IOWA SPIRITS MANUFACTURERS,low,1.0245922846586624
HAZLETON,FLAVORED RUM,low,1.024579661757236
ROLFE,WHISKEY LIQUEUR,low,1.024470525792194
TIFFIN,CREAM LIQUEURS,low,1.0243365851790622
OGDEN,TENNESSEE WHISKIES,low,1.0238519299248288
WINFIELD,IOWA SPIRITS MANUFACTURERS,low,1.0237151015228425
NICHOLS,STRAIGHT BOURBON WHISKIES,high,1.0236130136986301
MARTENSDALE,CREAM LIQUEURS,low,1.0233969400034382
ALBURNETT,WHISKEY LIQUEUR,low,1.0230489527836581
DAVENPORT,CORN WHISKIES,low,1.0225970385803456
MARION,100% AGAVE TEQUILA,mid,1.0222083131006288
AKRON,MIXTO TEQUILA,low,1.0222068114362575
SHUEYVILLE,IMPORTED SCHNAPPS,high,1.0217613061696287
MONTEZUMA,AGED DARK RUM,low,1.0214626825445279
SCHLESWIG,100% AGAVE TEQUILA,low,1.0212283824694983
PEOSTA,WHISKEY LIQUEUR,high,1.021143404399511
VINTON,SINGLE MALT SCOTCH,low,1.0209442412994583
NEW HARTFORD,IRISH WHISKIES,low,1.0208420175072945
OSSIAN,AMERICAN VODKAS,low,1.0198254600645038
GLENWOOD,AMERICAN SCHNAPPS,high,1.0192241070375727
BALDWIN,IMPORTED VODKAS,low,1.018614676202606
FAIRFIELD,CREAM LIQUEURS,high,1.0184814280761425
HUMBOLDT,SCOTCH WHISKIES,mid,1.0183640718453857
NEWTON,BOTTLED IN BOND BOURBON,low,1.018151463593072
MADRID,CANADIAN WHISKIES,high,1.0177795827064342
KNOXVILLE,TEMPORARY & SPECIALTY PACKAGES,high,1.017736824239684
SHUEYVILLE,AMERICAN VODKAS,high,1.01754596096027
SAINT ANSGAR,FLAVORED RUM,low,1.0174927933682805
SHENANDOAH,CANADIAN WHISKIES,high,1.0174688427201646
TOLEDO,IMPORTED SCHNAPPS,high,1.0171535268242307
IOWA CITY,AMERICAN VODKAS,mid,1.0169297737183165
SHUEYVILLE,TEMPORARY & SPECIALTY PACKAGES,mid,1.0162771132742847
SPIRIT LAKE,AMERICAN SCHNAPPS,high,1.0161853851447302
WASHINGTON,SINGLE BARREL BOURBON WHISKIES,low,1.0160603743288428
MONTROSE,AMERICAN FLAVORED VODKA,low,1.0157163344008842
IOWA FALLS,IMPORTED CORDIALS & LIQUEUR,high,1.0157035429762704
NEVADA,STRAIGHT BOURBON WHISKIES,high,1.0155268342231467
AUDUBON,SPICED RUM,high,1.014652014652015
NORTH LIBERTY,SINGLE MALT SCOTCH,high,1.0144324278117232
MARION,BLENDED WHISKIES,high,1.0144074060112414
EARLY,FLAVORED RUM,low,1.014153996732162
ROBINS,TENNESSEE WHISKIES,high,1.012877115526122
WATERLOO,STRAIGHT RYE WHISKIES,high,1.0128449950922724
GLADBROOK,TEMPORARY & SPECIALTY PACKAGES,low,1.0123210518186234
BOONE,MIXTO TEQUILA,high,1.0118777931884726
WINFIELD,BLENDED WHISKIES,low,1.0118130255375337
CEDAR FALLS,STRAIGHT RYE WHISKIES,mid,1.0117028653005913
TOLEDO,100% AGAVE TEQUILA,high,1.0115768859951368
LE CLAIRE,CREAM LIQUEURS,low,1.0108917427718194
TABOR,TEMPORARY & SPECIALTY PACKAGES,low,1.0105008077544426
FONTANELLE,TEMPORARY & SPECIALTY PACKAGES,low,1.0105008077544426
ELDRIDGE,IMPORTED VODKAS,high,1.0104399127981194
MAPLETON,BLENDED WHISKIES,high,1.0103665637371233
JOHNSTON,BLENDED WHISKIES,high,1.0098624801890368
WAVERLY,NEUTRAL GRAIN SPIRITS FLAVORED,low,1.0091127045542516
ELK RUN HEIGHTS,FLAVORED RUM,low,1.0086279675247647
TREYNOR,AMERICAN SCHNAPPS,low,1.008238928939238
NEW HARTFORD,STRAIGHT BOURBON WHISKIES,low,1.0080558861237479
GLENWOOD,STRAIGHT BOURBON WHISKIES,mid,1.007484483338943
LOVILIA,WHITE RUM,low,1.0073640119472662
DES MOINES,MEZCAL,mid,1.0073438020232128
WHAT CHEER,AMERICAN VODKAS,low,1.0073044321419868
MONTEZUMA,IMPORTED DISTILLED SPIRIT SPECIALTY,low,1.0072783987522744
ESTHERVILLE,TEMPORARY & SPECIALTY PACKAGES,mid,1.0072707026651906
DEWITT,CANADIAN WHISKIES,high,1.0069751803298692
RICEVILLE,IRISH WHISKIES,low,1.0068082907639875
GARWIN,TENNESSEE WHISKIES,low,1.006349206349206
SHELDON,TEMPORARY & SPECIALTY PACKAGES,mid,1.0061151606125678
NORWAY,WHISKEY LIQUEUR,high,1.0059289370671485
INDEPENDENCE,NEUTRAL GRAIN SPIRITS FLAVORED,high,1.0055715736408806
GRINNELL,GOLD RUM,high,1.0047619047619047
HOLSTEIN,BOTTLED IN BOND BOURBON,low,1.0044444444444445
WALFORD,TEMPORARY & SPECIALTY PACKAGES,low,1.0040839557279972
GEORGE,MIXTO TEQUILA,low,1.0038030388925125
STATE CENTER,STRAIGHT RYE WHISKIES,low,1.0037225209699268
KEOKUK,WHISKEY LIQUEUR,mid,1.0036880927291887
GRANGER,MIXTO TEQUILA,low,1.0036748233422308
SPENCER,CORN WHISKIES,low,1.0032402471762836
HARLAN,TEMPORARY & SPECIALTY PACKAGES,low,1.0030486473548101
CARROLL,TEMPORARY & SPECIALTY PACKAGES,high,1.0027696426456338
HARLAN,SPICED RUM,high,1.0026732916102155
ELK RUN HEIGHTS,COCKTAILS/RTD,low,1.0024274102129878
APLINGTON,IOWA SPIRITS MANUFACTURERS,low,1.0016941260645549
CORALVILLE,GOLD RUM,high,1.0016806722689067
LAKE VIEW,WHISKEY LIQUEUR,low,1.0013378040786254
DOON,AMERICAN SCHNAPPS,low,1.0010552783946005
MILFORD,BOTTLED IN BOND BOURBON,low,1.0009496037004
LOVILIA,FLAVORED RUM,low,1.0009038904755176
COGGON,CANADIAN WHISKIES,high,1.000735479694184
ATLANTIC,AMERICAN FLAVORED VODKA,high,1.0001725678027429
PERRY,TEMPORARY & SPECIALTY PACKAGES,low,1.0000006479882517
TRURO,SPICED RUM,high,1.0000000000000002
FARMINGTON,SPICED RUM,high,1.0000000000000002
LE GRAND,COFFEE LIQUEURS,high,1.0000000000000002
CLARENCE,SPICED RUM,high,1.0000000000000002
LAMONI,AMERICAN DRY GINS,mid,1.0000000000000002
LOST NATION,TEMPORARY & SPECIALTY PACKAGES,low,1.0000000000000002
OSSIAN,IRISH WHISKIES,low,1.0
MURRAY,CREAM LIQUEURS,low,1.0
SHENANDOAH,NEUTRAL GRAIN SPIRITS FLAVORED,high,1.0
HAMBURG,COCKTAILS/RTD,low,1.0
LOST NATION,100% AGAVE TEQUILA,mid,1.0
ALTON,STRAIGHT RYE WHISKIES,low,1.0
CLARENCE,AMERICAN DRY GINS,low,1.0
MORNING SUN,AMERICAN DRY GINS,low,1.0
FREDERICKSBURG,SCOTCH WHISKIES,low,1.0
ROCKFORD,FLAVORED RUM,high,1.0
RUDD,TRIPLE SEC,low,1.0
HAWARDEN,COFFEE LIQUEURS,high,1.0
WOODWARD,AMERICAN CORDIALS & LIQUEUR,low,1.0
POSTVILLE,WHITE RUM,high,1.0
OXFORD,100% AGAVE TEQUILA,high,1.0
RED OAK,GOLD RUM,high,1.0
NEW HAMPTON,IOWA SPIRITS MANUFACTURERS,high,1.0
SIOUX CENTER,IMPORTED CORDIALS & LIQUEUR,high,1.0
FARMINGTON,IMPORTED CORDIALS & LIQUEUR,high,1.0
DAKOTA CITY,IMPORTED SCHNAPPS,low,1.0
MAQUOKETA,IOWA SPIRITS MANUFACTURERS,mid,1.0
RUNNELLS,NEUTRAL GRAIN SPIRITS FLAVORED,high,1.0
OXFORD,IOWA SPIRITS MANUFACTURERS,high,1.0
TRIPOLI,AMERICAN CORDIALS & LIQUEUR,high,1.0
MORAVIA,CANADIAN WHISKIES,high,1.0
HUBBARD,CREAM LIQUEURS,high,1.0
RICEVILLE,MIXTO TEQUILA,high,1.0
WYOMING,IMPORTED DRY GINS,low,1.0
COGGON,BOTTLED IN BOND BOURBON,low,1.0
RUNNELLS,STRAIGHT RYE WHISKIES,low,1.0
JEFFERSON,WHISKEY LIQUEUR,mid,1.0
REDFIELD,IMPORTED SCHNAPPS,low,1.0
SUTHERLAND,IMPORTED CORDIALS & LIQUEURS,low,1.0
COON RAPIDS,IMPORTED CORDIALS & LIQUEURS,low,1.0
GREENE,TEMPORARY & SPECIALTY PACKAGES,high,1.0
ADAIR,WHITE RUM,high,1.0
MARTENSDALE,GOLD RUM,low,1.0
MAPLETON,WHITE RUM,high,1.0
HULL,CREAM LIQUEURS,high,1.0
ROLAND,WHITE RUM,high,1.0
MARCUS,FLAVORED RUM,high,1.0
EDDYVILLE,AMERICAN DRY GINS,mid,1.0
LOHRVILLE,SPICED RUM,high,1.0
APLINGTON,FLAVORED RUM,high,1.0
VILLISCA,AMERICAN DRY GINS,low,1.0
ST ANSGAR,IMPORTED SCHNAPPS,high,1.0
COLESBURG,WHITE RUM,low,1.0
AURELIA,CANADIAN WHISKIES,high,1.0
JESUP,AMERICAN DRY GINS,low,1.0
OSKALOOSA,BOTTLED IN BOND BOURBON,high,1.0
ALTA,IMPORTED SCHNAPPS,low,1.0
WAUKEE,GOLD RUM,high,1.0
ROCK RAPIDS,BOTTLED IN BOND BOURBON,high,1.0
SHUEYVILLE,MIXTO TEQUILA,high,1.0
DECORAH,IMPORTED CORDIALS & LIQUEURS,low,1.0
STANTON,WHITE RUM,high,1.0
WOODBINE,AMERICAN BRANDIES,high,1.0
COLO,COFFEE LIQUEURS,low,1.0
LOVILIA,SPICED RUM,high,1.0
MARQUETTE,MIXTO TEQUILA,high,1.0
IOWA CITY,COCKTAILS/RTD,high,1.0
HOLSTEIN,TENNESSEE WHISKIES,mid,1.0
MELCHER-DALLAS,AMERICAN VODKAS,high,1.0
RAYMOND,WHISKEY LIQUEUR,mid,1.0
MISSOURI VALLEY,WHISKEY LIQUEUR,mid,1.0
MECHANICSVILLE,AMERICAN CORDIALS & LIQUEUR,low,1.0
JESUP,CREAM LIQUEURS,high,1.0
DENVER,SINGLE MALT SCOTCH,low,1.0
ODEBOLT,AMERICAN CORDIALS & LIQUEUR,high,1.0
FONTANELLE,IMPORTED VODKAS,low,1.0
SIBLEY,COFFEE LIQUEURS,high,1.0
FREMONT,IRISH WHISKIES,low,1.0
ZWINGLE,COFFEE LIQUEURS,low,1.0
SHELBY,IMPORTED VODKAS,high,1.0
TABOR,AMERICAN CORDIALS & LIQUEUR,high,1.0
APLINGTON,AMERICAN BRANDIES,low,1.0
DELHI,AMERICAN CORDIALS & LIQUEUR,high,1.0
KINGSLEY,AMERICAN DRY GINS,low,1.0
BALDWIN,SINGLE BARREL BOURBON WHISKIES,low,1.0
EDDYVILLE,MIXTO TEQUILA,high,1.0
SLATER,IOWA SPIRITS MANUFACTURERS,high,1.0
JOHNSTON,MEZCAL,mid,1.0
WAUKON,NEUTRAL GRAIN SPIRITS FLAVORED,high,1.0
DAVENPORT,MEZCAL,high,1.0
AUDUBON,MIXTO TEQUILA,high,1.0
APLINGTON,AMERICAN CORDIALS & LIQUEUR,high,1.0
HOLSTEIN,MIXTO TEQUILA,high,1.0
LE MARS,AMERICAN DISTILLED SPIRIT SPECIALTY,mid,1.0
CRESCENT,IMPORTED SCHNAPPS,low,1.0
NICHOLS,AMERICAN DRY GINS,low,1.0
MEDIAPOLIS,AMERICAN SCHNAPPS,high,1.0
HUMESTON,FLAVORED RUM,high,1.0
FORT ATKINSON,MIXTO TEQUILA,high,1.0
MILFORD,IOWA SPIRITS MANUFACTURERS,high,1.0
COLUMBUS JUNCTION,AGED DARK RUM,low,1.0
MARQUETTE,TEMPORARY & SPECIALTY PACKAGES,low,1.0
CAMANCHE,AMERICAN FLAVORED VODKA,high,1.0
CARROLL,BOTTLED IN BOND BOURBON,high,1.0
ALTOONA,COCKTAILS/RTD,high,1.0
DUBUQUE,MEZCAL,high,1.0
MINDEN,IMPORTED VODKAS,low,1.0
ESTHERVILLE,AMERICAN DRY GINS,mid,1.0
EXIRA,100% AGAVE TEQUILA,low,1.0
OTTUMWA,IMPORTED DRY GINS,high,1.0
ALDEN,SPICED RUM,high,1.0
VINTON,IMPORTED FLAVORED VODKA,high,1.0
ALBURNETT,AMERICAN FLAVORED VODKA,high,1.0
AURELIA,IMPORTED CORDIALS & LIQUEUR,low,1.0
CASCADE,STRAIGHT BOURBON WHISKIES,mid,1.0
ELLSWORTH,CREAM LIQUEURS,low,1.0
HAMPTON,MEZCAL,mid,1.0
ADAIR,WHISKEY LIQUEUR,mid,1.0
EDDYVILLE,IMPORTED CORDIALS & LIQUEUR,high,1.0
BELLEVUE,IMPORTED CORDIALS & LIQUEUR,high,1.0
WINFIELD,SPICED RUM,high,1.0
VILLISCA,IMPORTED SCHNAPPS,high,1.0
APLINGTON,AMERICAN CORDIALS & LIQUEUR,low,1.0
SAGEVILLE,IMPORTED VODKAS,high,1.0
WEST LIBERTY,AMERICAN SCHNAPPS,high,1.0
OSSIAN,100% AGAVE TEQUILA,low,1.0
CRESCO,IMPORTED FLAVORED VODKA,high,1.0
FAIRFAX,IMPORTED CORDIALS & LIQUEUR,low,1.0
LARCHWOOD,GOLD RUM,high,1.0
PRIMGHAR,TRIPLE SEC,low,1.0
FORT ATKINSON,IMPORTED CORDIALS & LIQUEUR,high,1.0
HAMPTON,GOLD RUM,high,1.0
NORTH LIBERTY,AGED DARK RUM,mid,1.0
SHELDON,BOTTLED IN BOND BOURBON,high,1.0
HULL,CANADIAN WHISKIES,high,0.9999999999999999
MORAVIA,AMERICAN SLOE GINS,low,0.9999999999999998
LARCHWOOD,IMPORTED CORDIALS & LIQUEURS,low,0.9999999999999998
MISSOURI VALLEY,GOLD RUM,high,0.9999999999999998
WYOMING,IMPORTED VODKAS,high,0.9999999999999998
STANTON,TENNESSEE WHISKIES,high,0.9999999999999998
PALO,CREAM LIQUEURS,low,0.9997213072394217
ATLANTIC,TEMPORARY & SPECIALTY PACKAGES,high,0.9995269342220586
MASON CITY,AMERICAN BRANDIES,high,0.9990630099606692
RUNNELLS,AMERICAN VODKAS,high,0.9988499137435305
HUMBOLDT,100% AGAVE TEQUILA,high,0.9986827391482773
URBANA,COCKTAILS/RTD,low,0.9982095146330979
DURANT,CREAM LIQUEURS,high,0.9977927278968796
SEYMOUR,BLENDED WHISKIES,low,0.9977843915343915
MIDDLETOWN,STRAIGHT BOURBON WHISKIES,high,0.9973379629629631
GLENWOOD,100% AGAVE TEQUILA,low,0.9972366436149347
HARPERS FERRY,CORN WHISKIES,low,0.9969806763285024
CARTER LAKE,AMERICAN CORDIALS & LIQUEUR,low,0.9968311575605263
NORTHWOOD,STRAIGHT BOURBON WHISKIES,mid,0.9968205128205128
URBANDALE,IMPORTED CORDIALS & LIQUEURS,low,0.9967532467532462
SHENANDOAH,AMERICAN SCHNAPPS,high,0.9962726858392695
REMSEN,COFFEE LIQUEURS,low,0.9954190776022704
EDDYVILLE,STRAIGHT BOURBON WHISKIES,low,0.9953897876447286
OSCEOLA,SINGLE BARREL BOURBON WHISKIES,low,0.9952318997882008
OKOBOJI,TEMPORARY & SPECIALTY PACKAGES,low,0.9950922885435475
BETTENDORF,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.9948897560736857
HARPERS FERRY,WHISKEY LIQUEUR,low,0.994643799961129
KNOXVILLE,SCOTCH WHISKIES,mid,0.9944005216588298
PELLA,TENNESSEE WHISKIES,high,0.9943792749364739
REMSEN,IMPORTED BRANDIES,low,0.9942727719309473
CORALVILLE,TEMPORARY & SPECIALTY PACKAGES,mid,0.9940058731419806
MARENGO,AMERICAN FLAVORED VODKA,high,0.9939113911546976
ANKENY,IOWA SPIRITS MANUFACTURERS,high,0.9936823956377525
MISSOURI VALLEY,AMERICAN FLAVORED VODKA,high,0.9936503149871146
BONDURANT,AMERICAN CORDIALS & LIQUEUR,low,0.9931777397179838
CEDAR RAPIDS,SPECIAL ORDER ITEMS,mid,0.9929286229567359
DUBUQUE,TEMPORARY & SPECIALTY PACKAGES,high,0.9922756458956874
KEOSAUQUA,SPICED RUM,high,0.9919171321620245
MANLY,FLAVORED RUM,low,0.9918031602640145
PAULLINA,TRIPLE SEC,low,0.9916920314967567
IOWA FALLS,AMERICAN FLAVORED VODKA,high,0.9916002877841333
RUNNELLS,TENNESSEE WHISKIES,high,0.9914768645421969
HAMPTON,IMPORTED FLAVORED VODKA,low,0.9913228828448739
WAVERLY,STRAIGHT BOURBON WHISKIES,high,0.9909407312522666
STANTON,IMPORTED VODKAS,low,0.9907736748918948
WINFIELD,IMPORTED SCHNAPPS,high,0.9907407407407407
KALONA,AMERICAN CORDIALS & LIQUEUR,low,0.9907266037480268
ORANGE CITY,SINGLE BARREL BOURBON WHISKIES,low,0.9906989235866338
POCAHONTAS,SINGLE MALT SCOTCH,low,0.9905946688978858
VAN HORNE,100% AGAVE TEQUILA,low,0.9905793640969568
INDIANOLA,SINGLE BARREL BOURBON WHISKIES,mid,0.9900444444444444
SPENCER,SINGLE BARREL BOURBON WHISKIES,mid,0.9900444444444444
DUBUQUE,SINGLE BARREL BOURBON WHISKIES,mid,0.9900444444444444
SIOUX CITY,SINGLE BARREL BOURBON WHISKIES,mid,0.9900444444444444
IOWA CITY,IMPORTED CORDIALS & LIQUEUR,mid,0.9900398128609985
LAKE VIEW,CREAM LIQUEURS,low,0.9899701126278534
SLOAN,100% AGAVE TEQUILA,low,0.9898386514918774
RICEVILLE,BLENDED WHISKIES,low,0.989523863906521
HINTON,STRAIGHT RYE WHISKIES,low,0.9892792689599503
GARWIN,IRISH WHISKIES,low,0.9889037102909937
HARTLEY,MIXTO TEQUILA,high,0.9888888888888889
MOUNT PLEASANT,FLAVORED GIN,low,0.9883641341546886
FAIRFAX,SPICED RUM,high,0.9882841498872313
LOGAN,AMERICAN CORDIALS & LIQUEUR,low,0.9881141564262584
CHEROKEE,WHISKEY LIQUEUR,high,0.9876413058465728
WAUKEE,TENNESSEE WHISKIES,mid,0.9875200080032016
LE CLAIRE,AMERICAN DRY GINS,low,0.9870891636083362
WINTHROP,100% AGAVE TEQUILA,low,0.9867216117216118
SHELDON,AMERICAN SCHNAPPS,high,0.9864852978283299
PALO,IMPORTED SCHNAPPS,low,0.9863725490196079
OSKALOOSA,AMERICAN BRANDIES,high,0.98626731292251
HOLY CROSS,IOWA SPIRITS MANUFACTURERS,low,0.9862561847168774
WEST DES MOINES,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.9861254225016838
DAVENPORT,BOTTLED IN BOND BOURBON,low,0.9857296998629158
SPENCER,TEMPORARY & SPECIALTY PACKAGES,mid,0.9856314140670301
DALLAS CENTER,AMERICAN CORDIALS & LIQUEUR,high,0.9851888793895062
NEW VIRGINIA,AMERICAN VODKAS,high,0.9851887383981985
WAPELLO,CANADIAN WHISKIES,low,0.9851512574770508
NORTH LIBERTY,STRAIGHT RYE WHISKIES,high,0.9846798023870535
CLARENCE,WHISKEY LIQUEUR,low,0.9846375856111117
RICEVILLE,CREAM LIQUEURS,high,0.9845980465815175
NORWAY,MIXTO TEQUILA,low,0.9843137254901961
LONE TREE,WHITE RUM,low,0.9839229531901199
CLIVE,SINGLE BARREL BOURBON WHISKIES,low,0.9837762082981135
SIOUX RAPIDS,STRAIGHT RYE WHISKIES,low,0.9833333333333334
LONE TREE,AMERICAN VODKAS,high,0.9819983331653901
BURLINGTON,STRAIGHT RYE WHISKIES,high,0.9816477869905408
TRAER,SPECIAL ORDER ITEMS,low,0.9815602836879432
SIBLEY,AMERICAN BRANDIES,high,0.9810469314079422
MARSHALLTOWN,IOWA SPIRITS MANUFACTURERS,low,0.9805896533830888
GRUNDY CENTER,IMPORTED CORDIALS & LIQUEUR,high,0.9804791924208082
WEST UNION,TEMPORARY & SPECIALTY PACKAGES,low,0.9804015910616407
PACIFIC JUNCTION,AMERICAN DRY GINS,low,0.9800568584392874
WINTHROP,IRISH WHISKIES,low,0.9798058095804834
GEORGE,TENNESSEE WHISKIES,high,0.9795827381725314
SOLON,SINGLE MALT SCOTCH,low,0.979431622298507
AMES,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.9793595403805763
JEWELL,CREAM LIQUEURS,high,0.9792017059590048
EDGEWOOD,AMERICAN CORDIALS & LIQUEUR,low,0.9791420431826379
AUDUBON,SINGLE MALT SCOTCH,mid,0.9785249837193132
CLARKSVILLE,WHISKEY LIQUEUR,high,0.9778806675478123
WILLIAMSBURG,IMPORTED CORDIALS & LIQUEUR,high,0.9778530223225484
MISSOURI VALLEY,MEZCAL,low,0.9777777777777779
MANNING,CANADIAN WHISKIES,high,0.9777119128456592
MOUNT VERNON,MEZCAL,low,0.9774971438493557
HAWARDEN,IMPORTED DRY GINS,low,0.9769528044813738
WEST BEND,WHISKEY LIQUEUR,low,0.9769074736311393
CORRECTIONVILLE,STRAIGHT BOURBON WHISKIES,low,0.9766209515593324
ATKINS,WHISKEY LIQUEUR,high,0.9760678435444792
HUXLEY,IMPORTED DRY GINS,low,0.975853095727221
ALLERTON,AMERICAN DRY GINS,low,0.9755409219190968
OSCEOLA,BLENDED WHISKIES,high,0.9754290144700511
WILLIAMSBURG,BLENDED WHISKIES,low,0.9749105675657028
WHITTEMORE,WHISKEY LIQUEUR,high,0.9746912950301049
CORRECTIONVILLE,IRISH WHISKIES,low,0.9745396714914994
WOODBINE,TEMPORARY & SPECIALTY PACKAGES,high,0.9739815640796907
WESLEY,AMERICAN DRY GINS,low,0.9739238146299273
HUXLEY,MIXTO TEQUILA,high,0.9730392156862745
EMMETSBURG,CREAM LIQUEURS,high,0.9729986312231217
NASHUA,IRISH WHISKIES,low,0.9729304441630319
CRESCO,STRAIGHT BOURBON WHISKIES,mid,0.9726056146805063
TIFFIN,FLAVORED RUM,low,0.9724888832937216
GRAND JUNCTION,MIXTO TEQUILA,low,0.972339404938173
SIBLEY,MIXTO TEQUILA,high,0.9722222222222222
HUDSON,AMERICAN DRY GINS,low,0.9721720040077432
OXFORD,CREAM LIQUEURS,high,0.9721664673173965
HARLAN,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.9714159098391592
MARION,WHITE RUM,high,0.9711619534205264
CEDAR FALLS,100% AGAVE TEQUILA,high,0.9708215372764154
STRAWBERRY POINT,SCOTCH WHISKIES,low,0.970630089622999
FONDA,TENNESSEE WHISKIES,low,0.9703294807659133
IOWA CITY,IMPORTED BRANDIES,high,0.9695798536007643
CAMANCHE,100% AGAVE TEQUILA,low,0.9695660564874188
CRESCENT,TENNESSEE WHISKIES,low,0.969090188890616
IOWA FALLS,FLAVORED RUM,high,0.9687724956404713
SCHLESWIG,IMPORTED CORDIALS & LIQUEUR,low,0.9687355310676923
CORRECTIONVILLE,AMERICAN VODKAS,high,0.9684182412721815
KELLOGG,IMPORTED VODKAS,high,0.9683501683501684
COLUMBUS JUNCTION,MEZCAL,low,0.9682539682539684
SHUEYVILLE,IMPORTED FLAVORED VODKA,low,0.9679822401432924
SPIRIT LAKE,WHISKEY LIQUEUR,high,0.9675175896293907
WEST DES MOINES,WHISKEY LIQUEUR,mid,0.9675141540333146
WILTON,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.967391304347826
MARSHALLTOWN,MEZCAL,low,0.9673343986029727
PEOSTA,CREAM LIQUEURS,high,0.9672148429264177
HULL,IRISH WHISKIES,low,0.966666666666667
TABOR,AMERICAN VODKAS,high,0.9660855664959705
SIOUX CENTER,AMERICAN SCHNAPPS,high,0.9659855645299881
CORNING,WHISKEY LIQUEUR,high,0.9656190359465362
DENVER,CANADIAN WHISKIES,high,0.9656009194729159
WHITTEMORE,AMERICAN BRANDIES,low,0.9655012376237623
ALLERTON,TEMPORARY & SPECIALTY PACKAGES,low,0.9653325915365626
WYOMING,AMERICAN SCHNAPPS,low,0.9646153846153848
AMANA,100% AGAVE TEQUILA,low,0.9643678160919539
LENOX,AMERICAN SLOE GINS,low,0.9642857142857143
ATLANTIC,SPECIAL ORDER ITEMS,low,0.9635072570940489
GRINNELL,AMERICAN BRANDIES,high,0.9632664079348215
