City,Category Name,Grade,Avg Growth Rate
WEST BURLINGTON,SCOTCH WHISKIES,low,0.23510035650070252
ALLISON,WHISKEY LIQUEUR,high,0.23496984383386157
ALGONA,IMPORTED CORDIALS & LIQUEURS,low,0.23490740740740743
CLEAR LAKE,SCOTCH WHISKIES,mid,0.23490505448786572
LANSING,CREAM LIQUEURS,low,0.23483161753679574
MISSOURI VALLEY,NEUTRAL GRAIN SPIRITS FLAVORED,high,0.23477947794779502
MASON CITY,AMERICAN SLOE GINS,low,0.23459595959595966
POLK CITY,MEZCAL,low,0.23453996983408743
HIAWATHA,CANADIAN WHISKIES,low,0.23448439327559023
FORT MADISON,100% AGAVE TEQUILA,low,0.23437044564391427
NEWTON,IMPORTED CORDIALS & LIQUEURS,low,0.23429487179487152
EMMETSBURG,STRAIGHT BOURBON WHISKIES,low,0.23417406274854802
SOLON,AMERICAN CORDIALS & LIQUEUR,low,0.23415872633518572
PALO,AMERICAN SCHNAPPS,low,0.23413660852323062
CLARINDA,COFFEE LIQUEURS,low,0.23403848477767641
PERRY,IRISH WHISKIES,low,0.23400513434037465
SHELDON,COCKTAILS/RTD,low,0.23397832957155495
BOONE,IMPORTED CORDIALS & LIQUEURS,low,0.23387679290062943
MARION,TEMPORARY & SPECIALTY PACKAGES,low,0.2338719192456943
FORT MADISON,SINGLE MALT SCOTCH,mid,0.23382598229513832
ORANGE CITY,CREAM LIQUEURS,low,0.23378230357477336
DUBUQUE,IMPORTED SCHNAPPS,high,0.23376574508902703
VINTON,IMPORTED SCHNAPPS,low,0.23373828886406212
MORAVIA,SCOTCH WHISKIES,low,0.23371381968162316
NICHOLS,CANADIAN WHISKIES,high,0.23370033299964982
HUXLEY,COFFEE LIQUEURS,low,0.23369924570500125
CLEAR LAKE,WHITE RUM,high,0.2336105675146771
VICTOR,SPICED RUM,low,0.23356670366462576
STRATFORD,STRAIGHT BOURBON WHISKIES,low,0.2335485158984949
ARNOLDS PARK,AMERICAN FLAVORED VODKA,low,0.2334637147425486
INDIANOLA,FLAVORED RUM,low,0.2334628855380195
SAC CITY,STRAIGHT RYE WHISKIES,low,0.2334575516577836
ARLINGTON,AMERICAN FLAVORED VODKA,low,0.23339886445854882
AUDUBON,FLAVORED RUM,low,0.23338309609407507
PLEASANT HILL,WHISKEY LIQUEUR,high,0.2333566250914065
ELDORA,BLENDED WHISKIES,low,0.23334064111352426
GRINNELL,COFFEE LIQUEURS,high,0.2333333333333333
ADEL,COFFEE LIQUEURS,high,0.2333333333333333
KELLOGG,IRISH WHISKIES,high,0.23333333333333325
SOLON,COCKTAILS/RTD,low,0.23323579863454127
MARCUS,IRISH WHISKIES,low,0.23322049359249783
MELCHER-DALLAS,FLAVORED RUM,low,0.23308954089058628
STUART,IMPORTED CORDIALS & LIQUEUR,low,0.23297935931763156
GARNER,FLAVORED RUM,low,0.23294075817298873
CLINTON,AMERICAN DRY GINS,mid,0.23282132703171754
RIVERSIDE,AMERICAN FLAVORED VODKA,high,0.23272917930674045
AVOCA,IMPORTED BRANDIES,low,0.23272627899490647
FAIRFIELD,STRAIGHT BOURBON WHISKIES,low,0.23262369738315422
MARTELLE,STRAIGHT RYE WHISKIES,low,0.2324806096067491
SUMNER,MIXTO TEQUILA,low,0.23243067378591717
REMSEN,IMPORTED FLAVORED VODKA,low,0.23240261753956779
EXIRA,AMERICAN BRANDIES,low,0.23230479982304797
PELLA,IRISH WHISKIES,low,0.23224728174092443
WEST DES MOINES,IMPORTED DRY GINS,low,0.2321022281815898
RED OAK,FLAVORED RUM,high,0.23208289168958776
EAGLE GROVE,TENNESSEE WHISKIES,high,0.23200609626911084
NEW HAMPTON,IMPORTED SCHNAPPS,high,0.23184587813620072
BELLEVUE,NEUTRAL GRAIN SPIRITS,low,0.2316150284900285
MASON CITY,AMERICAN DRY GINS,mid,0.2315600103552852
WEST POINT,AMERICAN BRANDIES,low,0.23151127834075214
WAUKEE,SPICED RUM,high,0.23150227202448584
MAXWELL,IOWA SPIRITS MANUFACTURERS,low,0.2314810301405476
FAIRFIELD,AMERICAN FLAVORED VODKA,low,0.23146948929246425
BURLINGTON,BLENDED WHISKIES,high,0.2314524773614731
CRESCO,TRIPLE SEC,low,0.23141144984095377
TRIPOLI,WHISKEY LIQUEUR,low,0.2312769065547252
MANLY,IMPORTED SCHNAPPS,low,0.23120915032679737
ARMSTRONG,TENNESSEE WHISKIES,high,0.23109823399558502
MARCUS,CREAM LIQUEURS,low,0.23107600702934614
VICTOR,AMERICAN VODKAS,low,0.23091043673756642
WOODBINE,IMPORTED VODKAS,high,0.23078120136943656
KELLOGG,IMPORTED CORDIALS & LIQUEUR,low,0.23065765347345013
HUBBARD,AMERICAN CORDIALS & LIQUEUR,low,0.23063580472349365
SPIRIT LAKE,100% AGAVE TEQUILA,mid,0.2306166250645212
ORANGE CITY,AMERICAN FLAVORED VODKA,low,0.23054374928235644
CORYDON,FLAVORED RUM,low,0.2304334112237972
ROCK RAPIDS,CREAM LIQUEURS,low,0.2303993463531618
KALONA,100% AGAVE TEQUILA,mid,0.23035594889902677
CRESCO,AGED DARK RUM,low,0.2303104168231942
CORRECTIONVILLE,IMPORTED SCHNAPPS,high,0.23027260018910978
NORTHWOOD,BLENDED WHISKIES,low,0.2302289960065592
BRITT,IMPORTED CORDIALS & LIQUEUR,low,0.2301613093278875
ELDRIDGE,CREAM LIQUEURS,low,0.23013430014256253
BRITT,STRAIGHT BOURBON WHISKIES,low,0.23010039318225595
OTTUMWA,COCKTAILS/RTD,low,0.23006347195682533
DAYTON,MIXTO TEQUILA,low,0.23000176586724544
OELWEIN,CREAM LIQUEURS,low,0.22996743839529699
SPIRIT LAKE,IMPORTED SCHNAPPS,low,0.22993540769916507
CENTER POINT,TENNESSEE WHISKIES,low,0.22991135302075374
CARROLL,FLAVORED RUM,high,0.2298800737664238
WEST DES MOINES,IMPORTED SCHNAPPS,low,0.22985565319252713
SIBLEY,SCOTCH WHISKIES,low,0.2298508298082517
MANCHESTER,SPICED RUM,high,0.229763619286526
TOLEDO,CREAM LIQUEURS,low,0.2297550719474871
SANBORN,STRAIGHT BOURBON WHISKIES,low,0.22970829347376456
IOWA CITY,100% AGAVE TEQUILA,low,0.2295818629542631
URBANDALE,CORN WHISKIES,low,0.2295656789481503
LATIMER,AMERICAN BRANDIES,low,0.22955740132017644
WEST DES MOINES,SINGLE MALT SCOTCH,high,0.22942884212485934
MAQUOKETA,STRAIGHT BOURBON WHISKIES,low,0.22932103283324146
BAXTER,MIXTO TEQUILA,low,0.22919768598739954
WINTERSET,100% AGAVE TEQUILA,low,0.22910949604287337
WHITTEMORE,CANADIAN WHISKIES,low,0.2289450418772035
WEST DES MOINES,SINGLE MALT SCOTCH,low,0.22889474588789294
WEST POINT,SINGLE MALT SCOTCH,low,0.22888586195997473
GRAND JUNCTION,IMPORTED BRANDIES,low,0.22887774443215922
RIVERSIDE,COFFEE LIQUEURS,low,0.22878707442941545
SIBLEY,IMPORTED CORDIALS & LIQUEUR,low,0.22875619355065102
WINTHROP,CANADIAN WHISKIES,high,0.22865286151406972
DES MOINES,IMPORTED DRY GINS,mid,0.2286006733916491
KNOXVILLE,AMERICAN CORDIALS & LIQUEUR,low,0.22859859598831989
KELLOGG,AMERICAN VODKAS,high,0.22858238667213235
EVANSDALE,STRAIGHT RYE WHISKIES,low,0.2285448026840202
LIME SPRINGS,IMPORTED CORDIALS & LIQUEUR,low,0.22852348993288582
SIOUX CENTER,STRAIGHT BOURBON WHISKIES,low,0.22850031194206366
PERRY,AMERICAN FLAVORED VODKA,low,0.2284992760075205
LOVILIA,AMERICAN CORDIALS & LIQUEUR,low,0.22846652935118436
IOWA FALLS,AMERICAN VODKAS,high,0.22844867242095593
RED OAK,AMERICAN CORDIALS & LIQUEUR,low,0.22840034701163106
CENTRAL CITY,TENNESSEE WHISKIES,low,0.2281823664207944
SHENANDOAH,IMPORTED SCHNAPPS,low,0.22813805243933702
WILTON,WHITE RUM,high,0.22812112443158325
PELLA,SCOTCH WHISKIES,mid,0.22805561247339345
CLEAR LAKE,IMPORTED FLAVORED VODKA,low,0.2280142827697246
FAIRFIELD,AMERICAN VODKAS,high,0.22797993861236474
HAZLETON,COCKTAILS/RTD,low,0.2279673495325656
BLOOMFIELD,IRISH WHISKIES,low,0.22783306757482116
GOLDFIELD,AMERICAN SCHNAPPS,low,0.22780096887239745
WEST LIBERTY,IMPORTED DRY GINS,low,0.22776765277808467
SIOUX CITY,IMPORTED CORDIALS & LIQUEUR,high,0.2277248036440979
WEST BRANCH,AMERICAN FLAVORED VODKA,low,0.22770812928428055
LE MARS,STRAIGHT BOURBON WHISKIES,low,0.2276423034215176
ARNOLDS PARK,CANADIAN WHISKIES,high,0.227607468608383
FOREST CITY,COCKTAILS/RTD,low,0.22757878428565115
GRIMES,CREAM LIQUEURS,low,0.22752351132123813
APLINGTON,AMERICAN VODKAS,low,0.22749749343491366
IOWA FALLS,SINGLE MALT SCOTCH,low,0.22743305877194428
SULLY,COCKTAILS/RTD,low,0.22742170055205668
CHEROKEE,TEMPORARY & SPECIALTY PACKAGES,low,0.22732166738729442
RAYMOND,FLAVORED RUM,low,0.227319554390965
NORTH ENGLISH,WHISKEY LIQUEUR,low,0.2272289042406924
MARCUS,AMERICAN FLAVORED VODKA,low,0.22722875340469137
MADRID,STRAIGHT BOURBON WHISKIES,low,0.2272204122799404
AVOCA,WHISKEY LIQUEUR,low,0.22720915422428645
SHENANDOAH,AMERICAN BRANDIES,low,0.22720725552047616
SUTHERLAND,AMERICAN VODKAS,low,0.22719525089838002
WALKER,IOWA SPIRITS MANUFACTURERS,low,0.22711871699168523
SCRANTON,AMERICAN VODKAS,low,0.22698974790766227
STATE CENTER,IRISH WHISKIES,low,0.22687899345625517
BELMOND,IMPORTED VODKAS,low,0.22682225014112375
BUFFALO,MIXTO TEQUILA,low,0.22670424219070676
CENTERVILLE,STRAIGHT BOURBON WHISKIES,low,0.22670248704207896
MANCHESTER,SINGLE MALT SCOTCH,mid,0.22660944092165844
ALTOONA,IMPORTED VODKAS,high,0.2264927419781789
AFTON,IMPORTED CORDIALS & LIQUEUR,low,0.22647022689187132
PELLA,AMERICAN SCHNAPPS,high,0.22642751865934918
WINFIELD,AMERICAN FLAVORED VODKA,low,0.22639412483683186
WAUKEE,WHISKEY LIQUEUR,high,0.22632478263703318
DOWS,CANADIAN WHISKIES,low,0.22617948245068556
OTHO,FLAVORED RUM,low,0.22617017091779804
MERRILL,STRAIGHT BOURBON WHISKIES,low,0.2261410788381742
MILFORD,IRISH WHISKIES,high,0.22592592592592586
VAN HORNE,STRAIGHT RYE WHISKIES,low,0.2258950715238975
DUBUQUE,100% AGAVE TEQUILA,high,0.22584582894168184
HOLY CROSS,AMERICAN VODKAS,low,0.22584457550072815
MANSON,WHISKEY LIQUEUR,low,0.22580383076349383
FORT DODGE,SPECIAL ORDER ITEMS,low,0.22571301488636442
CHARITON,WHISKEY LIQUEUR,high,0.22568677539322912
SIOUX CENTER,BLENDED WHISKIES,low,0.22567135100110428
DANVILLE,IMPORTED CORDIALS & LIQUEUR,low,0.22566398775491445
EXIRA,TENNESSEE WHISKIES,low,0.22562747861415758
KEOKUK,WHISKEY LIQUEUR,high,0.22562556063407602
AVOCA,TENNESSEE WHISKIES,low,0.22562475762339385
RAYMOND,STRAIGHT BOURBON WHISKIES,low,0.22559694979092534
INWOOD,IMPORTED CORDIALS & LIQUEUR,low,0.22558199501429968
CLEAR LAKE,FLAVORED RUM,low,0.22557486471945212
GARNER,IMPORTED SCHNAPPS,low,0.22551851419553717
HARTLEY,WHISKEY LIQUEUR,high,0.22549019421222535
FLOYD,WHITE RUM,low,0.22548601650107877
LE CLAIRE,TENNESSEE WHISKIES,high,0.22533568730585296
MOUNT AYR,TRIPLE SEC,low,0.22528072272711508
COUNCIL BLUFFS,AMERICAN VODKAS,high,0.22517954986320352
ANAMOSA,SINGLE MALT SCOTCH,low,0.2250643525106272
CORNING,WHISKEY LIQUEUR,low,0.22504155084210545
NEWTON,COCKTAILS/RTD,low,0.2250167661113152
WAVERLY,MEZCAL,low,0.22498160531506242
WASHBURN,IRISH WHISKIES,low,0.22491469352465443
CORYDON,AMERICAN FLAVORED VODKA,low,0.22490218906963846
SHUEYVILLE,IMPORTED CORDIALS & LIQUEUR,low,0.22479758268056102
ROCK RAPIDS,MIXTO TEQUILA,low,0.2247794765075164
NASHUA,IMPORTED VODKAS,low,0.22475769248009195
CRESTON,AMERICAN VODKAS,high,0.22460275634511453
MONTEZUMA,CANADIAN WHISKIES,high,0.22459185633820852
MARSHALLTOWN,AMERICAN CORDIALS & LIQUEUR,low,0.22456336556265843
NEVADA,CANADIAN WHISKIES,high,0.2245575202873932
DYERSVILLE,AMERICAN VODKAS,high,0.22453258831115455
MADRID,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.22431077694235588
BEVINGTON,WHISKEY LIQUEUR,low,0.2242842257464879
HAMPTON,GOLD RUM,low,0.2241974408754045
CENTERVILLE,IMPORTED CORDIALS & LIQUEUR,low,0.2241700540572924
SHUEYVILLE,SINGLE MALT SCOTCH,mid,0.22416365433041488
REDFIELD,BLENDED WHISKIES,low,0.22414726467614768
DUNLAP,TEMPORARY & SPECIALTY PACKAGES,low,0.22407035157699254
ORANGE CITY,AMERICAN VODKAS,low,0.22395118351308319
ROCK VALLEY,STRAIGHT BOURBON WHISKIES,low,0.22394917469351047
STRATFORD,IMPORTED DRY GINS,low,0.22390510740146607
OTHO,WHISKEY LIQUEUR,low,0.22379856899966563
ROCK RAPIDS,STRAIGHT BOURBON WHISKIES,low,0.22379447097749094
BLUE GRASS,AMERICAN VODKAS,low,0.22374666881149255
SCHLESWIG,FLAVORED RUM,low,0.22365825218240837
DURANT,CANADIAN WHISKIES,low,0.22362585928263357
ELDORA,TENNESSEE WHISKIES,low,0.2235404992563339
SIGOURNEY,CREAM LIQUEURS,low,0.2235388754069421
OSAGE,STRAIGHT BOURBON WHISKIES,low,0.22348945715201532
WEST POINT,CREAM LIQUEURS,low,0.2234828352500958
URBANDALE,AMERICAN CORDIALS & LIQUEUR,low,0.22342608458505878
ELLSWORTH,WHISKEY LIQUEUR,high,0.2234194577352475
WEST POINT,AMERICAN DRY GINS,low,0.2233982749611688
GLENWOOD,AMERICAN VODKAS,low,0.22335025043230458
MAQUOKETA,CREAM LIQUEURS,low,0.2232796658186059
CAMANCHE,CANADIAN WHISKIES,low,0.22323448015698868
WALL LAKE,TEMPORARY & SPECIALTY PACKAGES,high,0.22316099939243622
WAUKEE,GOLD RUM,low,0.2231538176227804
MASON CITY,AMERICAN CORDIALS & LIQUEUR,low,0.22314725575551356
ONAWA,IRISH WHISKIES,low,0.22307623056208606
WELLSBURG,WHISKEY LIQUEUR,low,0.22305735973977833
MILFORD,FLAVORED RUM,low,0.22283483626233025
SHELLSBURG,STRAIGHT BOURBON WHISKIES,low,0.22279135976944273
EVANSDALE,CANADIAN WHISKIES,high,0.22277013509480978
PANORA,AMERICAN BRANDIES,low,0.22274303651410418
SANBORN,AMERICAN SCHNAPPS,low,0.22268257230771807
BLUE GRASS,AMERICAN BRANDIES,low,0.22267422169516723
PELLA,IMPORTED DRY GINS,low,0.22262236030886187
HAMPTON,SINGLE MALT SCOTCH,low,0.22261240114254666
GUTTENBERG,IMPORTED DRY GINS,low,0.22256607033160317
AMES,IOWA SPIRITS MANUFACTURERS,mid,0.2225621311086977
ANAMOSA,AMERICAN VODKAS,high,0.22253453563583828
CORRECTIONVILLE,BLENDED WHISKIES,low,0.22250569759390348
MITCHELLVILLE,SPICED RUM,low,0.22244542018645874
ADAIR,CANADIAN WHISKIES,low,0.2224122124435083
EMMETSBURG,AMERICAN SLOE GINS,low,0.22238930659983283
MARSHALLTOWN,AMERICAN FLAVORED VODKA,high,0.2222684916364346
WASHINGTON,IMPORTED CORDIALS & LIQUEUR,low,0.2222330697098657
GREENFIELD,TRIPLE SEC,low,0.2222222222222223
SPRINGVILLE,IMPORTED SCHNAPPS,low,0.22222222222222224
BELLEVUE,SPICED RUM,high,0.22222222222222224
HAZLETON,IMPORTED SCHNAPPS,high,0.22222222222222224
ANAMOSA,IMPORTED CORDIALS & LIQUEUR,mid,0.22222222222222224
BUFFALO,IMPORTED DRY GINS,low,0.22222222222222224
REMSEN,WHITE RUM,high,0.2222222222222222
STRATFORD,AMERICAN SLOE GINS,low,0.2222222222222222
ROCKWELL CITY,SPICED RUM,high,0.22222222222222218
OAKLAND,SPICED RUM,high,0.22222222222222218
WATERLOO,FLAVORED RUM,high,0.2222107714803794
DYERSVILLE,NEUTRAL GRAIN SPIRITS,low,0.22217418456434665
OKOBOJI,FLAVORED RUM,low,0.22216868461928677
ARMSTRONG,IMPORTED CORDIALS & LIQUEUR,high,0.22216649949849548
CLARION,BLENDED WHISKIES,low,0.22210467553383728
DYERSVILLE,CREAM LIQUEURS,high,0.22195862078391357
POLK CITY,STRAIGHT RYE WHISKIES,high,0.22194981251802715
COLUMBUS JUNCTION,AMERICAN FLAVORED VODKA,low,0.2219219500329718
BOONE,FLAVORED RUM,high,0.2218733654521574
SPRINGVILLE,IMPORTED VODKAS,low,0.22186835759223691
ALLISON,AMERICAN FLAVORED VODKA,high,0.22185020941118508
NORA SPRINGS,CREAM LIQUEURS,low,0.22172046838331552
ELDORA,WHISKEY LIQUEUR,low,0.22162874588416345
DELAWARE,CANADIAN WHISKIES,low,0.22161307556607138
PEOSTA,AMERICAN BRANDIES,low,0.22158030766136674
ANKENY,COCKTAILS/RTD,low,0.22156041691799722
BETTENDORF,CANADIAN WHISKIES,high,0.22152637181854487
CEDAR FALLS,IMPORTED SCHNAPPS,low,0.2215216666980737
MASON CITY,STRAIGHT BOURBON WHISKIES,low,0.22134388619706635
FAIRFIELD,AMERICAN CORDIALS & LIQUEUR,low,0.22130987433518257
CLERMONT,WHITE RUM,low,0.22129791117256223
STORM LAKE,AGED DARK RUM,low,0.22124282039867474
JOHNSTON,SPICED RUM,high,0.2211973474195448
NEOLA,FLAVORED RUM,low,0.2211923923508612
AMES,STRAIGHT RYE WHISKIES,low,0.22111204104771062
DURANT,STRAIGHT RYE WHISKIES,low,0.22109405332877738
KEOSAUQUA,CREAM LIQUEURS,low,0.22101779267871702
LAKE CITY,AMERICAN DRY GINS,low,0.22101514778505535
NEOLA,WHISKEY LIQUEUR,low,0.22098066726731427
PALO,WHITE RUM,low,0.22095962674794956
FORT DODGE,SPICED RUM,high,0.22095587805322925
WOODBINE,AMERICAN VODKAS,low,0.22080720142074414
CHARLES CITY,STRAIGHT RYE WHISKIES,low,0.2206168060125684
SHELDON,AMERICAN VODKAS,mid,0.2205329261360148
MONTICELLO,AMERICAN SCHNAPPS,high,0.22047718429888993
INWOOD,AMERICAN CORDIALS & LIQUEUR,high,0.2204221910760985
MAPLETON,MIXTO TEQUILA,low,0.22027241698796754
FORT DODGE,FLAVORED GIN,low,0.22023154642958045
GOLDFIELD,TENNESSEE WHISKIES,low,0.22022776242954212
DAKOTA CITY,FLAVORED RUM,low,0.22008959393914607
SAGEVILLE,IMPORTED FLAVORED VODKA,low,0.22006232378691198
MISSOURI VALLEY,IMPORTED CORDIALS & LIQUEUR,low,0.22005523565327043
PANORA,AMERICAN FLAVORED VODKA,low,0.21991815067206488
WALFORD,WHISKEY LIQUEUR,low,0.21991470339535893
SLOAN,WHITE RUM,low,0.21991257920044216
CARTER LAKE,TENNESSEE WHISKIES,high,0.21990733387504302
WEST BRANCH,FLAVORED RUM,low,0.2198377554883174
LAKE MILLS,FLAVORED RUM,low,0.21981371015887344
TABOR,CREAM LIQUEURS,high,0.2198124267291911
POCAHONTAS,STRAIGHT RYE WHISKIES,low,0.21979998902123524
TOLEDO,IMPORTED CORDIALS & LIQUEUR,high,0.21979936509600315
WEST DES MOINES,AMERICAN CORDIALS & LIQUEUR,low,0.21969779547060198
KANAWHA,STRAIGHT BOURBON WHISKIES,low,0.2196725989653621
WILLIAMSBURG,NEUTRAL GRAIN SPIRITS,low,0.21961805555555555
ROCK RAPIDS,NEUTRAL GRAIN SPIRITS,low,0.21960686239216673
ELDRIDGE,BLENDED WHISKIES,low,0.2195859551987449
MONTEZUMA,TEMPORARY & SPECIALTY PACKAGES,mid,0.21954936323065202
HOLY CROSS,FLAVORED RUM,low,0.21949320358605673
HUXLEY,TENNESSEE WHISKIES,high,0.21948912015137165
STORM LAKE,SPECIAL ORDER ITEMS,low,0.2194755354075545
AMES,AMERICAN CORDIALS & LIQUEUR,low,0.21946718467391646
SPENCER,FLAVORED RUM,high,0.21941371632019022
COLO,BLENDED WHISKIES,low,0.21937865930443734
ADEL,SCOTCH WHISKIES,low,0.21924433570200855
ELY,STRAIGHT BOURBON WHISKIES,low,0.21921249067674622
CEDAR FALLS,BLENDED WHISKIES,low,0.21916810676762133
JEFFERSON,TENNESSEE WHISKIES,low,0.21899865281407205
SPENCER,AMERICAN CORDIALS & LIQUEUR,low,0.21890710123855572
NORTHWOOD,CREAM LIQUEURS,low,0.21886565464194596
WEST LIBERTY,IMPORTED VODKAS,high,0.21886508600465648
STUART,AMERICAN FLAVORED VODKA,low,0.21885508972124892
ANAMOSA,IMPORTED FLAVORED VODKA,low,0.21883955538688338
LENOX,CANADIAN WHISKIES,low,0.218751808016582
WALNUT,STRAIGHT BOURBON WHISKIES,low,0.2187230240360992
WILTON,IMPORTED VODKAS,low,0.21870840614332585
SLOAN,AMERICAN DRY GINS,mid,0.21865079365079376
GLADBROOK,AMERICAN VODKAS,low,0.21857923126524614
ANAMOSA,SCOTCH WHISKIES,mid,0.21850636027903156
LAKE MILLS,SCOTCH WHISKIES,mid,0.21850636027903156
DYERSVILLE,FLAVORED RUM,low,0.2184998817828859
ALGONA,SINGLE MALT SCOTCH,low,0.2184528781229674
JEFFERSON,BLENDED WHISKIES,low,0.218404337181603
TOLEDO,FLAVORED RUM,low,0.21837639331700043
JEFFERSON,TRIPLE SEC,low,0.21827310060238922
MUSCATINE,COCKTAILS/RTD,low,0.21823805672656316
SHELDON,WHITE RUM,high,0.2181372549019608
WALFORD,IMPORTED VODKAS,high,0.2181205654031808
AVOCA,FLAVORED RUM,low,0.21810569713268732
DAVENPORT,WHISKEY LIQUEUR,high,0.21809763736648136
WAUKEE,IMPORTED VODKAS,high,0.21806680279246518
NEVADA,IMPORTED SCHNAPPS,low,0.21801950190610897
FORT MADISON,SINGLE MALT SCOTCH,high,0.21801797393185085
COLUMBUS JUNCTION,AMERICAN CORDIALS & LIQUEUR,low,0.2180011636491326
CHEROKEE,MEZCAL,low,0.21786492374727673
FORT ATKINSON,IMPORTED VODKAS,low,0.21776283644424574
EARLHAM,BLENDED WHISKIES,low,0.2177283956092256
ESTHERVILLE,TRIPLE SEC,low,0.21765807771214232
ALGONA,AGED DARK RUM,low,0.21765249646105475
STORM LAKE,STRAIGHT BOURBON WHISKIES,low,0.21764398323270207
DOWS,AMERICAN VODKAS,low,0.21761924045097733
DELMAR,TENNESSEE WHISKIES,low,0.21750669029871225
ELDRIDGE,SINGLE MALT SCOTCH,mid,0.21738674724207382
MILFORD,CREAM LIQUEURS,high,0.21738191593264508
ARLINGTON,IMPORTED VODKAS,low,0.21730598346575639
FORT DODGE,SINGLE MALT SCOTCH,mid,0.21713522184597575
SHELDON,MIXTO TEQUILA,low,0.21711467550487437
SLATER,WHISKEY LIQUEUR,high,0.2171055343395769
MANCHESTER,IMPORTED CORDIALS & LIQUEUR,low,0.21706063243862292
LANSING,TRIPLE SEC,low,0.21704545454545454
TOLEDO,AMERICAN FLAVORED VODKA,low,0.2170191342335601
HUXLEY,IRISH WHISKIES,low,0.21701901521125042
HAZLETON,CANADIAN WHISKIES,high,0.216960711490667
SWISHER,FLAVORED RUM,low,0.21693376478426465
PELLA,IMPORTED CORDIALS & LIQUEUR,low,0.2169337438653494
EAGLE GROVE,WHITE RUM,low,0.21693228949826016
PARKERSBURG,NEUTRAL GRAIN SPIRITS,low,0.21685805242290598
PEOSTA,FLAVORED RUM,low,0.2168194833935734
LENOX,MIXTO TEQUILA,low,0.21680581031964705
COLUMBUS JUNCTION,COCKTAILS/RTD,low,0.21671139686363303
KELLOGG,IMPORTED CORDIALS & LIQUEUR,high,0.21666666666666676
ORANGE CITY,AMERICAN SLOE GINS,low,0.21666666666666667
MELCHER-DALLAS,STRAIGHT RYE WHISKIES,high,0.21664967090015763
MOUNT PLEASANT,SPICED RUM,low,0.21664358644100715
SERGEANT BLUFF,IMPORTED SCHNAPPS,low,0.21659098558392786
CEDAR FALLS,STRAIGHT BOURBON WHISKIES,low,0.21657235481610315
DUBUQUE,MIXTO TEQUILA,high,0.21647654811104844
LAMONI,IMPORTED VODKAS,low,0.2164761871605787
SLOAN,AMERICAN SCHNAPPS,high,0.2164634146341468
IOWA FALLS,BOTTLED IN BOND BOURBON,low,0.21646219010485765
PAULLINA,AMERICAN VODKAS,high,0.21643823907887225
MAPLETON,IMPORTED DRY GINS,low,0.2164086981953334
DECORAH,MIXTO TEQUILA,low,0.21640762697350516
GRUNDY CENTER,MIXTO TEQUILA,low,0.21639590837915937
CHEROKEE,IMPORTED FLAVORED VODKA,low,0.21639510068351442
IOWA CITY,CANADIAN WHISKIES,high,0.21638513086197297
BELLEVUE,MIXTO TEQUILA,low,0.21629048579876206
NORTH LIBERTY,BOTTLED IN BOND BOURBON,high,0.21614136488154373
PARKERSBURG,COCKTAILS/RTD,low,0.21612676308661471
MANLY,SPICED RUM,low,0.2161202659534519
WELLMAN,AMERICAN CORDIALS & LIQUEUR,low,0.21610446927071392
LOST NATION,SINGLE MALT SCOTCH,low,0.21607979810118982
FORT DODGE,IOWA SPIRITS MANUFACTURERS,mid,0.21606858054226474
WAUKEE,AMERICAN FLAVORED VODKA,low,0.2159955178262578
ALTOONA,IRISH WHISKIES,high,0.21596810971460925
KINGSLEY,AMERICAN FLAVORED VODKA,low,0.21594028043323762
CLARKSVILLE,TENNESSEE WHISKIES,low,0.21593968570329092
EMMETSBURG,SINGLE MALT SCOTCH,low,0.2159114032733921
ONAWA,AMERICAN VODKAS,high,0.21589878560283568
SPIRIT LAKE,STRAIGHT BOURBON WHISKIES,low,0.21585359104840388
JOHNSTON,MIXTO TEQUILA,low,0.21582095114944286
INWOOD,NEUTRAL GRAIN SPIRITS FLAVORED,low,0.2157247489011752
PELLA,WHISKEY LIQUEUR,low,0.21564322779704112
OELWEIN,CREAM LIQUEURS,high,0.21555298953669091
WESLEY,IMPORTED DRY GINS,low,0.21546776320764863
CENTER POINT,COCKTAILS/RTD,low,0.2154440414093831
GUTTENBERG,IMPORTED CORDIALS & LIQUEUR,low,0.2154198811186702
MAPLETON,WHISKEY LIQUEUR,low,0.2153811036945201
DENISON,AMERICAN BRANDIES,high,0.2153466956561126
ADEL,SPICED RUM,low,0.21526016312146204
COLFAX,COCKTAILS/RTD,low,0.2152548999807069
MANNING,SPICED RUM,low,0.21523372597679793
COUNCIL BLUFFS,SINGLE BARREL BOURBON WHISKIES,low,0.21518615240645575
SHELDON,CREAM LIQUEURS,high,0.21511776489720758
DYERSVILLE,SPICED RUM,low,0.21505436886206028
SIOUX RAPIDS,STRAIGHT BOURBON WHISKIES,high,0.21502057613168737
CEDAR RAPIDS,IOWA SPIRITS MANUFACTURERS,high,0.21491286573158117
MOUNT AYR,TENNESSEE WHISKIES,low,0.21484314166692223
IOWA FALLS,SPECIAL ORDER ITEMS,low,0.21484263385770186
DENVER,MIXTO TEQUILA,low,0.21482602138844106
ONAWA,AMERICAN FLAVORED VODKA,low,0.21476384115568123
HILLS,MIXTO TEQUILA,low,0.21473488912172073
WINTERSET,IMPORTED CORDIALS & LIQUEUR,low,0.2145992277195081
SIOUX CITY,SCOTCH WHISKIES,high,0.21459600031565515
