_c0,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,latitude,longitude,City
107,6059,0,218,22752.69,1,4,4,144,1,6059,2022-11-01,CASEY'S GENERAL STORE #1793 / IOWA FALLS,A,1801 WASHINGTON AVE,IA,50126,42.519662,-93.279976,IOWA FALLS
108,6245,0,2614,186815.0,1,1,1,111,1,6245,2022-11-01,NEIGHBORHOOD LIQUOR HOUSE / ANKENY,A,"833 EAST 1ST STREET, SUITE 102",IA,50021,41.651405,-93.4545,ANKENY
109,3742,6,1001,170906.42,3,2,1,321,1,3742,2022-11-01,WAL-MART 1625 / LEMARS,A,1111 HOLTON DR,IA,51031,42.781021,-96.185199,LE MARS
110,2714,10,992,162971.28,3,2,1,321,1,2714,2022-11-01,HY-VEE / VINTON,A,911 S. K AVE,IA,52349,42.16218,-92.037751,VINTON
111,2683,0,578,51302.0,1,2,3,123,1,2683,2022-11-01,HY-VEE FAST & FRESH / WDM,A,425 S JORDAN CREEK PKWY,IA,50266,41.563134,-93.809467,WEST DES MOINES
112,3521,5,633,343307.44,2,2,1,221,1,3521,2022-11-01,AMERISTAR CASINO / COUNCIL BLUFFS,A,2200 RIVER ROAD,IA,51501,41.242018,-95.909823,COUNCIL BLUFFS
113,5714,122,54,8818.8,4,4,4,444,1,5714,2022-11-01,YESWAY #1031,A,830 NORTH 18TH STREET,IA,52544,40.740003,-92.867958,CENTERVILLE
114,5872,10,201,30620.27,3,4,4,344,1,5872,2022-11-01,THE SNACK SHACK / WATERLOO,A,4335 TEXAS ST,IA,50702,42.453063,-92.306999,WATERLOO
115,4189,6,1169,177725.86,3,2,1,321,1,4189,2022-11-01,FAREWAY STORES #594 / MANCHESTER,A,109 EAST MARION ST,IA,52057,42.482169,-91.457266,MANCHESTER
116,2648,0,8305,1540949.05,1,1,1,111,0,2648,2022-11-01,HY-VEE #4 / WDM,A,555 S 51ST ST,IA,50265,41.561217,-93.77358,WEST DES MOINES
117,4969,4,4133,695817.03,2,1,1,211,0,4969,2022-11-01,LAKE LIQUORS WINE AND SPIRITS,A,910 N 8TH ST W,IA,50428,43.142775,-93.396651,CLEAR LAKE
118,6045,3,1331,76562.5,1,1,2,112,1,6045,2022-11-01,KUM & GO #3156 / CLIVE,A,15590 HICKMAN RD,IA,50325,41.614719,-93.833455,CLIVE
119,6090,3,514,27718.86,1,3,4,134,1,6090,2022-11-01,CIRCLE K #22654125 / PERRY,A,1219 1ST AVE,IA,50220,41.840342,-94.106581,PERRY
120,4157,0,1261,142486.99,1,1,2,112,1,4157,2022-11-01,FAREWAY STORES #993 / NORTH LIBERTY,A,615 WESTWOOD DR   P.O BOX 96,IA,52317,41.741103,-91.608928,NORTH LIBERTY
121,5060,6,1017,109819.03,3,2,2,322,1,5060,2022-11-01,L&M MIGHTY SHOP,A,"504, E BURLINGTON ST",IA,52240,41.657818,-91.52843,IOWA CITY
122,5998,7,320,34994.9,3,3,3,333,1,5998,2022-11-01,WILTON EXPRESS,A,1300 NICOLAUS DR,IA,52778,41.589964,-91.034885,WILTON
123,3660,3,1242,197552.56,1,1,1,111,1,3660,2022-11-01,WAL-MART 2935 / KNOXVILLE,A,814 W BELL AVE,IA,50138,41.306191,-93.107773,KNOXVILLE
124,9047,32,75,75140.1,4,4,2,442,1,9047,2022-11-01,REVELTON DISTILLING COMPANY,I,1400 W CLAY ST,IA,50213,41.041472,-93.787233,OSCEOLA
125,5572,3,459,60442.43,1,3,2,132,1,5572,2022-11-01,CASEY'S GENERAL STORE #2790 / CEDAR RAPIDS,A,588 BOYSON RD NE #110,IA,52402,42.046733,-91.641223,CEDAR RAPIDS
126,3728,10,670,76497.43,3,2,2,322,1,3728,2022-11-01,BREWSKI'S BEVERAGE,A,726 CREEK TOP,IA,51503,41.262317,-95.854829,COUNCIL BLUFFS
127,5081,3,739,74964.34,1,2,2,122,1,5081,2022-11-01,CASEY'S GENERAL STORE #3035 / ATLANT,A,701 POPLAR ST,IA,50022,41.403822,-95.014425,ATLANTIC
128,5990,24,220,26514.27,4,4,4,444,1,5990,2022-11-01,CASEY'S GENERAL STORE #1610 / KNOXVILLE,A,203 S LINCOLN ST,IA,50138,41.31767,-93.109524,KNOXVILLE
129,4638,0,1928,382200.03,1,1,1,111,1,4638,2022-11-01,GD XPRESS / DAVENPORT,A,4607 N PINE ST,IA,52806,41.567504,-90.610249,DAVENPORT
130,4738,4,821,62708.29,2,2,2,222,1,4738,2022-11-01,CASEY'S GENERAL STORE #2284 / COUNCIL BLUFFS,A,"1030, VETERAN MEMORIAL HWY",IA,51501,41.219703,-95.860293,COUNCIL BLUFFS
131,5830,0,439,37406.47,1,3,3,133,1,5830,2022-11-01,CASEY'S GENERAL STORE #1911 / NEWTON,A,1018 1ST AVE E,IA,50208,41.699251,-93.040372,NEWTON
132,6280,182,107,16212.3,4,4,4,444,1,6280,2022-11-01,BP TO GO #1 / CEDAR RAPIDS,A,4830 JOHNSON AVENUE NORTHWEST,IA,52405,41.968371,-91.733381,CEDAR RAPIDS
133,4765,14,111,6316.52,4,4,4,444,1,4765,2022-11-01,KWIK STOP C-STORES / DUBUQUE,A,2335 UNIVERSITY AVE,IA,52001,42.499518,-90.696858,DUBUQUE
134,4402,3,616,51315.56,1,2,3,123,1,4402,2022-11-01,KUM & GO #80 / RIVERSIDE,A,1178 ENTERPRISE DR,IA,52327,41.486572,-91.555044,RIVERSIDE
135,4542,10,304,46402.9,3,3,3,333,1,4542,2022-11-01,CASEY'S GENERAL STORE #2994 / LAUREN,A,520 W MAIN ST,IA,50554,42.846771,-94.855561,LAURENS
136,6119,0,1611,169221.16,1,1,1,111,1,6119,2022-11-01,ALLCOOL LIQUORS / WDM,A,5904 ASHWORTH RD,IA,50266,41.584436,-93.788364,WEST DES MOINES
137,5576,3,239,33362.64,1,4,3,143,1,5576,2022-11-01,CASEY'S GENERAL STORE #3449 / WAPELLO,A,13410 IA HWY 78,IA,52653,41.087806,-91.185031,WAPELLO
138,2201,4,2546,950099.62,2,1,1,211,1,2201,2022-11-01,HAPPY'S WINE & SPIRITS WHOLESALE,A,5925 UNIVERSITY AVE,IA,50613,42.512762,-92.429644,CEDAR FALLS
139,6074,6,226,33099.22,3,4,3,343,1,6074,2022-11-01,HILL COUNTRY CONVENIENCE STORE / COLESBURG,A,317 MAIN ST,IA,52035,42.638971,-91.201967,COLESBURG
140,5745,6,307,38014.34,3,3,3,333,1,5745,2022-11-01,CASEY'S GENERAL STORE #3292,A,1906 3RD AVE SE,IA,50644,42.451425,-91.890214,INDEPENDENCE
141,6152,5,324,61132.37,2,3,2,232,1,6152,2022-11-01,HAWKEYE SMOKE SHOP / FAIRFIELD,A,53 N COURT ST,IA,52556,41.007268,-91.962461,FAIRFIELD
142,2846,55,87,6795.39,4,4,4,444,1,2846,2022-11-01,CVS PHARMACY #8443 / CEDAR RAPIDS,A,3419 16TH AVE SW,IA,52404,41.963516,-91.716615,CEDAR RAPIDS
143,5727,13,567,87336.1,4,2,2,422,1,5727,2022-11-01,ONE STOP SHOP #4 - DENISON,A,306 NORTH 7TH STREET,IA,51442,42.020388,-95.36107,DENISON
144,2587,4,3583,692784.27,2,1,1,211,0,2587,2022-11-01,HY-VEE FOOD STORE / JOHNSTON,A,5750 MERLE HAY ROAD,IA,50131,41.665172,-93.697731,JOHNSTON
145,4272,5,911,96317.59,2,2,2,222,1,4272,2022-11-01,FAREWAY STORES #407 / ESTERVILLE,A,1108 CENTRAL AVE,IA,51334,43.402097,-94.829908,ESTHERVILLE
146,4626,3,1145,70710.29,1,2,2,122,1,4626,2022-11-01,KWIK SHOP #527 / COUNCIL BLUFFS,A,"3632, AVENUE G",IA,51501,41.268067,-95.905957,COUNCIL BLUFFS
147,6249,3,1046,178460.75,1,2,1,121,1,6249,2022-11-01,HY-VEE DOLLAR FRESH / MONTICELLO,A,122 NORTH MAIN STREET,IA,52310,42.238748,-91.183871,MONTICELLO
148,3494,4,2124,2074569.48,2,1,1,211,1,3494,2022-11-01,SAM'S CLUB 6514 / WATERLOO,A,210 EAST TOWER PARK DR,IA,50702,42.456358,-92.352359,WATERLOO
149,4573,3,220,32398.97,1,4,3,143,1,4573,2022-11-01,CASEY'S GENERAL STORE #1330 / HAMBURG,A,1211 WASHINGTON ST,IA,51640,40.605217,-95.654604,HAMBURG
150,5809,66,146,18947.51,4,4,4,444,1,5809,2022-11-01,CASEY'S GENERAL STORE #26 / PERRY,A,2617 WILLIS AVE,IA,50220,41.838465,-94.085866,PERRY
151,4355,13,739,50110.21,4,2,3,423,1,4355,2022-11-01,KUM & GO #124 / STORY CITY,A,1554 BROAD ST,IA,50248,42.187732,-93.575903,STORY CITY
152,4531,10,273,44874.49,3,3,3,333,1,4531,2022-11-01,CASEY'S GENERAL STORE #2626 / AFTON,A,501 N DOUGLAS ST,IA,50830,41.031381,-94.197612,AFTON
153,6261,3,994,211459.36,1,2,1,121,1,6261,2022-11-01,WAUKEE LIQUOR & FOOD MART / WAUKEE,A,763 SE ALICE'S ROAD,IA,50263,41.605236,-93.852922,WAUKEE
154,5642,20,674,41871.6,4,2,3,423,1,5642,2022-11-01,WASPY'S TRUCK STOP,A,2079 HWY 71,IA,50025,41.705438,-94.925086,AUDUBON
155,5211,4,1723,88803.17,2,1,2,212,1,5211,2022-11-01,KUM & GO #129  /  JOHNSTON,A,5225 NW  86TH  ST,IA,50131,41.655881,-93.736395,JOHNSTON
156,5682,0,1268,262793.3,1,1,1,111,1,5682,2022-11-01,AMBYSURE INC / CLINTON,A,1641 S BLUFF BLVD,IA,52732,41.833524,-90.22458,CLINTON
157,5663,0,1168,179218.37,1,2,1,121,1,5663,2022-11-01,LAKE VIEW REDEMPTION & LIQUOR STORE,A,502 5TH ST,IA,51450,42.307787,-95.051532,LAKE VIEW
158,6116,4,1054,143464.17,2,2,2,222,1,6116,2022-11-01,TOBACCO OUTLET PLUS #561 / CEDAR FALLS,A,4116 UNIVERSITY AVE  STE 104-105,IA,50613,42.505909,-92.407111,CEDAR FALLS
159,4828,6,357,62255.05,3,3,2,332,1,4828,2022-11-01,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,A,916 E MAIN ST,IA,50158,42.049237,-92.896215,MARSHALLTOWN
160,5213,12,174,17718.57,4,4,4,444,1,5213,2022-11-01,GARNER ONE STOP,A,"2506, 280TH  ST",IA,52639,40.552207,-91.429945,MONTROSE
161,10058,0,114,11963.08,1,4,4,144,1,10058,2022-11-01,WEST SIDE GROCERY,A,1802 WEST 7TH STREET,IA,52802,41.526774,-90.60134,DAVENPORT
162,5984,26,337,40011.54,4,3,3,433,1,5984,2022-11-01,CASEY'S GENERAL STORE #3214 / OSKALOOSA,A,413 A AVE W,IA,52577,41.296225,-92.649129,OSKALOOSA
163,5911,5,869,81468.76,2,2,2,222,1,5911,2022-11-01,OLD FIRE LIQUOR / BUFFALO CENTER,A,113 1ST ST NW,IA,50424,43.386755,-93.947595,BUFFALO CENTER
164,6140,3,2220,203097.44,1,1,1,111,1,6140,2022-11-01,ROYAL FOOD & LIQUOR / DES MOINES,A,1443 2ND AVE,IA,50314,41.605229,-93.619783,DES MOINES
165,4953,31,141,19532.28,4,4,4,444,1,4953,2022-11-01,TRI STOP,A,302 HWY 136,IA,52254,41.967498,-90.817528,LOST NATION
166,4837,20,537,26015.53,4,3,4,434,1,4837,2022-11-01,KUM & GO #51 / IOWA CITY,A,323 E BURLINGTON ST,IA,52240,41.657837,-91.530633,IOWA CITY
167,4370,3,1189,60415.05,1,2,2,122,1,4370,2022-11-01,KUM & GO #240 / NORTH AVE NORWALK,A,530 NORTH AVE,IA,50211,41.475381,-93.681862,NORWALK
168,4817,3,393,47565.56,1,3,3,133,1,4817,2022-11-01,CASEY'S GENERAL STORE #3217 / KNOXVILLE,A,"1201, E MAIN ST",IA,50138,41.318981,-93.086255,KNOXVILLE
169,4631,4,1115,114225.72,2,2,2,222,1,4631,2022-11-01,THUNDER RIDGE AMPRIDE,A,2425 WHITETAIL DRIVE,IA,50613,42.539967,-92.475136,CEDAR FALLS
170,10039,0,1934,311814.92,1,1,1,111,1,10039,2022-11-01,LIQUOR LOVERS / ANKENY,A,1510 SOUTH ANKENY BOULEVARD PRAIRIE TRAIL SUITE 106 108,IA,50023,,,ANKENY
171,4584,6,499,25295.48,3,3,4,334,1,4584,2022-11-01,J & C GROCERY / DUMONT,A,611 MAIN ST,IA,50602,42.750551,-92.973022,DUMONT
172,5735,0,1229,178584.82,1,1,1,111,1,5735,2022-11-01,SUPER SAVER LIQUOR -MUSCATINE,A,1510 A ISETT AVENUE,IA,52761,41.439095,-91.043432,MUSCATINE
173,4132,0,722,92799.84,1,2,2,122,1,4132,2022-11-01,CAMANCHE FOOD PRIDE,A,908 7TH AVE,IA,52730,41.789064,-90.257712,CAMANCHE
174,2702,19,291,29814.15,4,3,4,434,1,2702,2022-11-01,HY-VEE GAS #1 / ANKENY,A,414 N ANKENY BLVD,IA,50023,41.735186,-93.600402,ANKENY
175,5193,7,139,20059.7,3,4,4,344,1,5193,2022-11-01,CASEY'S GENERAL STORE #2518 / LOHRVI,A,"404, LOCUST ST",IA,51453,42.267449,-94.553651,LOHRVILLE
176,6305,33,59,6485.62,4,4,4,444,1,6305,2022-11-01,JET STOP HOUGHTON / HOUGHTON,A,512 MAIN STREET,IA,52631,40.811941,-91.100819,HOUGHTON
177,2633,0,16596,11788529.03,1,1,1,111,0,2633,2022-11-01,HY-VEE #3 / BDI / DES MOINES,A,3221 SE 14TH ST,IA,50320,41.553941,-93.596756,DES MOINES
178,5072,5,388,54688.69,2,3,3,233,1,5072,2022-11-01,PEP STOP,A,"901, E WASHINGTON ST",IA,52641,40.964231,-91.541171,MOUNT PLEASANT
179,4786,6,770,60313.47,3,2,2,322,1,4786,2022-11-01,CASEY'S GENERAL STORE #1706 / WINTERSET,A,1021 N 1ST ST,IA,50273,41.343626,-94.013479,WINTERSET
180,3952,21,3412,1323643.61,4,1,1,411,0,3952,2022-11-01,LOT-A-SPIRITS,A,3780 STATE ST,IA,52722,41.529606,-90.480749,BETTENDORF
181,4195,6,1238,79012.28,3,1,2,312,1,4195,2022-11-01,FAREWAY STORES #792 / TOLEDO,A,1005 S COUNTY LINE RD,IA,52342,41.984302,-92.581697,TOLEDO
182,5092,0,2019,81151.13,1,1,2,112,1,5092,2022-11-01,KUM & GO #3035 / WEST DES MOINES,A,7265 VISTA DR,IA,50265,41.589057,-93.807839,WEST DES MOINES
183,5000,4,457,67030.43,2,3,2,232,1,5000,2022-11-01,CASEY'S GENERAL STORE #3319 / NEVADA,A,1800 SOUTH B AVE,IA,50201,42.009808,-93.435935,NEVADA
184,6047,5,456,40115.07,2,3,3,233,1,6047,2022-11-01,CORNER STOP / WASHINGTON,A,100 E MADISON ST,IA,52353,41.296451,-91.691363,WASHINGTON
185,2699,0,148,16719.21,1,4,4,144,1,2699,2022-11-01,HY-VEE C-STORE #2 - ANKENY,A,1710 SW ORALABOR ROAD,IA,50023,41.703262,-93.624634,ANKENY
186,5064,0,559,69006.37,1,3,2,132,1,5064,2022-11-01,CASEY'S GENERAL STORE #2777 / FAIRFA,A,"65, WILLIAMS BLVD",IA,52228,41.929161,-91.779036,FAIRFAX
187,4269,0,2769,306253.48,1,1,1,111,1,4269,2022-11-01,TIPTON FAMILY FOODS,A,610 CEDAR ST,IA,52772,41.771753,-91.128389,TIPTON
188,5471,10,1939,294318.11,3,1,1,311,1,5471,2022-11-01,WORLD LIQUOR & TOBACCO + VAPORS,A,1030 8TH ST,IA,50036,42.063831,-93.876918,BOONE
189,4015,4,2385,396172.14,2,1,1,211,1,4015,2022-11-01,WAL-MART 0749 / AMES,A,3015 GRAND AVE,IA,50010,42.052074,-93.620678,AMES
190,4478,129,885,123516.85,4,2,2,422,1,4478,2022-11-01,U S GAS,I,3000 SW 9TH ST,IA,50315,41.557948,-93.625685,DES MOINES
191,6125,0,1387,209680.65,1,1,1,111,1,6125,2022-11-01,GATEWAY MART / CLINTON,A,1930 ROOSEVELT ST,IA,52732,41.86723,-90.180476,CLINTON
192,5415,6,1224,215855.69,3,1,1,311,1,5415,2022-11-01,PRIME MART 7 / WATERLOO,A,1309 LAFAYETTE ST,IA,50703,42.494092,-92.3272,WATERLOO
193,4823,3,342,54002.99,1,3,3,133,1,4823,2022-11-01,CASEY'S GENERAL STORE #3223 / CRESTON,A,903 N SUMNER AVE,IA,50801,41.066812,-94.372568,CRESTON
194,6319,6,193,19877.82,3,4,4,344,1,6319,2022-11-01,SERGEANT BLUFF PUMP 'N PAK / SERGEANT BLUFF,A,200 1ST STREET,IA,51054,42.400736,-96.368389,SERGEANT BLUFF
195,6023,0,715,28768.94,1,2,4,124,1,6023,2022-11-01,VALLEY WEST CORNER STORE / WDM,A,1400 VALLEY WEST DR,IA,50266,41.594084,-93.751964,WEST DES MOINES
196,6109,83,102,3785.36,4,4,4,444,1,6109,2022-11-01,MOES MART #11 / SIOUX CENTER,A,402 N MAIN AVE,IA,51250,43.08113,-96.175585,SIOUX CENTER
197,4024,0,780,125953.09,1,2,2,122,1,4024,2022-11-01,WAL-MART 1546 / IOWA FALLS,A,840 S OAK,IA,50126,42.502655,-93.262439,IOWA FALLS
198,6038,13,257,36594.07,4,4,3,443,1,6038,2022-11-01,CASEY'S GENERAL STORE #2880 / WATERLOO,A,1604 LA PORTE RD,IA,50702,42.470874,-92.32269,WATERLOO
199,6208,10,196,21209.54,3,4,4,344,1,6208,2022-11-01,HY-VEE FAST AND FRESH / GRIMES,A,1401 1ST STREET,IA,50111,,,GRIMES
200,4130,5,211,26066.61,2,4,4,244,1,4130,2022-11-01,"BOYD GROCERY, INC.",A,20611 HWY 1 N,IA,52565,40.746003,-91.958017,KEOSAUQUA
201,3814,0,1074,3506556.78,1,2,1,121,1,3814,2022-11-01,COSTCO WHOLESALE #788 / WDM,A,7205 MILLS CIVIC PKWY,IA,50266,41.561432,-93.805526,WEST DES MOINES
202,4366,6,1165,48277.14,3,2,3,323,1,4366,2022-11-01,KUM & GO #137 / TIFFIN,A,101 VILLAGE DR,IA,52340,41.69722,-91.665813,TIFFIN
203,2578,6,3673,494113.01,3,1,1,311,0,2578,2022-11-01,HY-VEE / CHARLES CITY,A,901 KELLY ST,IA,50616,,,CHARLES CITY
204,4131,0,1450,306178.44,1,1,1,111,1,4131,2022-11-01,FAREWAY STORES #933 / URBANDALE,A,8450 MEREDITH DR,IA,50322,41.643829,-93.734312,URBANDALE
205,4182,3,1000,191537.68,1,2,1,121,1,4182,2022-11-01,FAREWAY STORES #008 / DYERSVILLE,A,1207  12TH AVE SE,IA,52040,42.475277,-91.111904,DYERSVILLE
206,3944,3,1484,1595586.82,1,1,1,111,1,3944,2022-11-01,SAM'S CLUB 4973 / DUBUQUE,A,4400 ASBURY RD,IA,52002,42.515299,-90.738767,DUBUQUE
207,4808,3,800,109111.28,1,2,2,122,1,4808,2022-11-01,CB QUICK STOP / COUNCIL BLUFFS,A,"3500, AVE A",IA,51501,41.262813,-95.902428,COUNCIL BLUFFS
208,6127,10,363,50084.82,3,3,3,333,1,6127,2022-11-01,CORNER MART / MARION,A,998 8TH AVE,IA,52302,42.034175,-91.599679,MARION
209,5896,3,399,26581.5,1,3,4,134,1,5896,2022-11-01,CASEY'S GENERAL STORE #1126 / WYOMING,A,204 E MAIN ST,IA,52362,42.058865,-91.003756,WYOMING
210,6176,4,2532,190180.69,2,1,1,211,1,6176,2022-11-01,MINI-MART / CEDAR FALLS,A,1420 WEST 1ST STREET,IA,50613,42.537839,-92.462826,CEDAR FALLS
211,5730,6,676,91148.49,3,2,2,322,1,5730,2022-11-01,JIM'S FOOD,A,437 SULLIVAN AVENUE,IA,50701,42.487051,-92.355914,WATERLOO
212,4163,0,660,132641.11,1,2,2,122,1,4163,2022-11-01,FAREWAY STORES #461 / STORM LAKE,A,731 SENECA ST,IA,50588,42.646379,-95.196856,STORM LAKE
213,3889,4,1119,216419.12,2,2,1,221,1,3889,2022-11-01,WAL-MART 1005 / WAVERLY,A,700  29 ST SW,IA,50677,42.700321,-92.478899,WAVERLY
214,6003,4,290,39855.76,2,3,3,233,1,6003,2022-11-01,CASEY'S GENERAL STORE #2298 / AMES,A,428 LINCOLN WAY,IA,50010,42.022916,-93.616633,AMES
215,5017,3,1252,97150.21,1,1,2,112,1,5017,2022-11-01,LANSING IGA,A,417 MAIN ST,IA,52151,43.36182,-91.219221,LANSING
216,2562,3,1748,362873.46,1,1,1,111,1,2562,2022-11-01,HY-VEE FOOD STORE / FORT DODGE,A,115 SOUTH 29TH ST,IA,50501,42.504742,-94.158248,FORT DODGE
217,4942,3,526,64976.59,1,3,2,132,1,4942,2022-11-01,EAST VILLAGE PANTRY,A,333 E GRAND AVE,IA,50309,41.590275,-93.61339,DES MOINES
218,5226,0,1288,164616.77,1,1,1,111,1,5226,2022-11-01,KC BROTHERS,A,214 MYRTLE ST,IA,52802,41.521586,-90.589149,DAVENPORT
219,4882,13,720,42813.36,4,2,3,423,1,4882,2022-11-01,CASEY'S GENERAL STORE #3026 / ST CHARLES,A,209 E MAIN ST,IA,50240,41.288487,-93.803774,ST CHARLES
220,5062,12,432,29602.53,4,3,4,434,1,5062,2022-11-01,CASEY'S GENERAL STORE #2318 / MONTRO,A,"111, MAIN ST",IA,52639,40.532149,-91.415097,MONTROSE
221,5329,0,359,67326.48,1,3,2,132,1,5329,2022-11-01,DIVA & TEJ GAS & FOOD,A,2293 HWY 30,IA,52751,41.828096,-90.646426,GRAND MOUNDS
222,6179,297,11,1183.44,4,4,4,444,1,6179,2022-11-01,BP TO GO - 1010  / MARION,I,1010 E POST RD,IA,52302,42.020154,-91.598281,MARION
223,5186,13,497,62587.81,4,3,2,432,1,5186,2022-11-01,CASEY'S GENERAL STORE #3452 / WEST U,A,"102, E  BRADFORD ST",IA,52175,42.964219,-91.806405,WEST UNION
224,5502,5,373,59333.44,2,3,2,232,1,5502,2022-11-01,CASEY'S GENERAL STORE #3566 / PELLA,A,509 MAIN ST,IA,50219,41.403485,-92.91652,PELLA
225,6149,6,787,100194.94,3,2,2,322,1,6149,2022-11-01,OELWEIN LIQUOR,A,1011 S FREDERICK,IA,50662,42.663529,-91.913571,OELWEIN
226,3833,3,1576,274467.12,1,1,1,111,1,3833,2022-11-01,WAL-MART 3394 / ATLANTIC,A,1905 EAST 7TH ST,IA,50022,41.403855,-94.986241,ATLANTIC
227,4200,4,1120,196617.48,2,2,1,221,1,4200,2022-11-01,FAREWAY STORES #019 / SIOUX CITY,A,4016 INDIAN HILLS DR,IA,51108,42.538587,-96.373256,SIOUX CITY
228,4147,4,1761,231405.38,2,1,1,211,1,4147,2022-11-01,FAREWAY STORES #974 / CEDAR FALLS,A,214 N MAGNOLIA DR,IA,50613,42.539053,-92.474692,CEDAR FALLS
229,4510,66,376,39970.76,4,3,3,433,1,4510,2022-11-01,CASEY'S GENERAL STORE #1007 / MALVERN,A,701 MAIN ST,IA,51551,41.005672,-95.585127,MALVERN
230,5413,6,446,35868.78,3,3,3,333,1,5413,2022-11-01,LIL' CHUBS CORNER STOP,A,712 S OAK ST,IA,51240,43.30226,-96.430827,INWOOD
231,5637,14,144,39887.66,4,4,3,443,1,5637,2022-11-01,CATFISH CHARLIE'S,A,1630 EAST 16TH ST,IA,52001,,,DUBUQUE
232,5764,21,142,18847.65,4,4,4,444,1,5764,2022-11-01,CASEY'S GENERAL STORE #1484 / MUSCATINE,A,1111 OREGON ST,IA,52761,41.40425,-91.063256,MUSCATINE
233,4887,0,463,36280.06,1,3,3,133,1,4887,2022-11-01,KUM & GO #66 / WEST DES MOINES,A,5308 UNIVERSITY AVE,IA,50266,41.600459,-93.778729,WEST DES MOINES
234,5820,12,78,12557.09,4,4,4,444,1,5820,2022-11-01,CASEY'S GENERAL STORE #57 / EDDYVILLE,A,108 S MERINO AVE,IA,52553,41.157522,-92.629919,EDDYVILLE
235,5834,7,426,27340.75,3,3,4,334,1,5834,2022-11-01,CASEY'S GENERAL STORE #1417 / IOWA FALLS,A,1223 OAK ST,IA,50126,42.528303,-93.263543,IOWA FALLS
236,5280,4,231,41864.84,2,4,3,243,1,5280,2022-11-01,YESWAY STORE # 10011/ MASON CITY,A,1920 FEDERAL AVE S,IA,50401,43.133204,-93.201072,MASON CITY
237,6313,3,1310,107230.64,1,1,2,112,1,6313,2022-11-01,DANNYS TOBACCO & LIQUOR / GUTTENBERG,A,531 U.S. 52,IA,52052,,,GUTTENBERG
238,2669,3,776,99774.18,1,2,2,122,1,2669,2022-11-01,HY-VEE / CORYDON,A,"105, E JACKSON ST",IA,50060,40.758432,-93.31744,CORYDON
239,5966,3,422,23027.1,1,3,4,134,1,5966,2022-11-01,CASEY'S GENERAL STORE #22 / CHARITON,A,1421 COURT AVE,IA,50049,41.014477,-93.315598,CHARITON
240,5362,6,1294,151946.53,3,1,2,312,1,5362,2022-11-01,CROSSROADS WINE & SPIRITS LLC,A,117 IOWA AVE,IA,51529,41.854492,-95.602428,DUNLAP
241,2572,4,11064,1096013.12,2,1,1,211,0,2572,2022-11-01,HY-VEE FOOD STORE / CEDAR FALLS,A,6301 UNIVERSITY,IA,50613,42.512789,-92.435236,CEDAR FALLS
242,4717,7,164,28697.72,3,4,4,344,1,4717,2022-11-01,WALGREENS #05512 / BETTENDORF,A,3425 MIDDLE RD,IA,52722,41.550721,-90.485404,BETTENDORF
243,6221,6,908,162665.25,3,2,1,321,1,6221,2022-11-01,HY-VEE DOLLAR FRESH / ORANGE CITY,A,1301 8TH STREET SOUTHEAST,IA,51041,42.997499,-96.041515,ORANGE CITY
244,5863,6,668,64767.91,3,2,2,322,1,5863,2022-11-01,K-ZAR INC - WATERLOO,A,1761 INDEPENDENCE AVENUE,IA,50707,42.498404,-92.302514,WATERLOO
245,4235,3,529,85733.4,1,3,2,132,1,4235,2022-11-01,FAREWAY STORES #395 / WEBSTER CITY,A,942  2ND ST,IA,50595,42.469488,-93.827718,WEBSTER CITY
246,5936,108,872,42645.57,4,2,3,423,1,5936,2022-11-01,CJ'S CONVENIENCE STORE / ELKADER,I,107 1ST ST SW,IA,52043,42.85389,-91.405293,ELKADER
247,5654,3,43,33432.42,1,4,3,143,1,5654,2022-11-01,TEQUILA WINE & SPIRITS / KALONA,A,316 B AVENUE,IA,52247,41.483039,-91.708007,KALONA
248,6046,7,529,57363.48,3,3,2,332,1,6046,2022-11-01,CASEY'S GENERAL STORE #2150 / WDM,A,2125 GRAND AVE,IA,50265,41.56575,-93.734597,WEST DES MOINES
249,6219,7,206,34651.62,3,4,3,343,1,6219,2022-11-01,CASEY'S #4025 / MUSCATINE,A,4701 HWY 61,IA,52761,,,MUSCATINE
250,5621,0,434,54638.63,1,3,3,133,1,5621,2022-11-01,SUN MART,A,2920 WEST LOCUST STREET,IA,52804,41.538161,-90.619947,DAVENPORT
251,4985,20,191,18513.07,4,4,4,444,1,4985,2022-11-01,CASEY'S GENERAL STORE #2519 / MERRILL,A,101 FIRST ST,IA,51038,42.71706,-96.247914,MERRILL
252,4791,48,64,13835.58,4,4,4,444,1,4791,2022-11-01,WALGREENS #05470 / SIOUX CITY,A,4650 MORNINGSIDE AVE,IA,51106,42.470416,-96.347086,SIOUX CITY
253,5599,6,1786,305039.69,3,1,1,311,1,5599,2022-11-01,KWIK STOP 4,A,515 BROADWAY ST,IA,50703,42.510792,-92.345106,WATERLOO
254,6329,3,273,38174.82,1,3,3,133,1,6329,2022-11-01,8 SECONDS / SIDNEY,A,416 CLAY STREET,IA,51652,40.746732,-95.647194,SIDNEY
