_c0,Store Number,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore,prediction,Store,Report Date,Name,Store Status,Address,State,Zip Code,latitude,longitude,City
1578,10032,46,153,20514.8,4,4,4,444,1,10032,2022-11-01,KWIK STAR #1158 / AMES,A,1910 ISAAC NEWTON DR.,IA,50010,,,AMES
1579,4755,214,47,8965.32,4,4,4,444,1,4755,2022-11-01,WALGREENS #05941 / MASON CITY,A,1251 4TH ST SW,IA,50401,43.148333,-93.220422,MASON CITY
1580,4509,4,2681,300662.39,2,1,1,211,1,4509,2022-11-01,AJ'S LIQUOR II,A,2515 CHAMBERLAIN,IA,50010,42.021461,-93.65074,AMES
1581,3514,3,2547,297185.35,1,1,1,111,1,3514,2022-11-01,KAREN'S SPIRITS AND WINE,A,328  2ND AVE S,IA,50501,42.502311,-94.192501,FORT DODGE
1582,6163,3,1141,107987.25,1,2,2,122,1,6163,2022-11-01,CASEY'S GENERAL STORE #6116 / COUNCIL BLUFFS,A,15 N 16TH ST,IA,51501,41.262352,-95.867464,COUNCIL BLUFFS
1583,6006,4,465,54036.67,2,3,3,233,1,6006,2022-11-01,CASEY'S GENERAL STORE #2635 / JOHNSTON,A,10010 NW 62ND AVE,IA,50131,41.672892,-93.7566,JOHNSTON
1584,3488,0,1504,269667.05,1,1,1,111,1,3488,2022-11-01,BENDER'S FOODS,A,400 S SECOND,IA,52031,42.255449,-90.42292,BELLEVUE
1585,5583,10,355,58461.46,3,3,2,332,1,5583,2022-11-01,CASEY'S GENERAL STORE #2498 / WAPELLO,A,710 HWY 61 N,IA,52653,41.185676,-91.195863,WAPELLO
1586,5703,6,1041,170227.51,3,2,1,321,1,5703,2022-11-01,WEST SIDE LIQUOR,A,919 WEST 5TH STREET,IA,50702,42.488567,-92.346356,WATERLOO
1587,4277,6,1615,271068.48,3,1,1,311,1,4277,2022-11-01,CORK IT!,A,769 PROSPECT ST SW,IA,51031,42.776283,-96.178213,LE MARS
1588,5778,4,291,40100.67,2,3,3,233,1,5778,2022-11-01,CASEY'S GENERAL STORE #2474 / HUXLEY,A,104 N HWY 69,IA,50124,41.893107,-93.600537,HUXLEY
1589,5608,20,232,28330.53,4,4,4,444,1,5608,2022-11-01,CASEY'S GENERAL STORE #2634 / EDGEWOOD,A,200 W UNION ST,IA,52042,42.644437,-91.402644,EDGEWOOD
1590,5383,0,314,31332.19,1,3,3,133,1,5383,2022-11-01,CASEY'S GENERAL STORE # 1753/ NORTHWOOD,A,101 8TH ST. N,IA,50459,43.445492,-93.220903,NORTHWOOD
1591,4747,0,212,19832.23,1,4,4,144,1,4747,2022-11-01,WALGREENS #11709 / DAVENPORT,A,1805 BRADY ST,IA,52803,41.537795,-90.57401,DAVENPORT
1592,4844,20,386,14312.75,4,3,4,434,1,4844,2022-11-01,IOWA CITY FAST BREAK,A,"2580, NAPLES AVE",IA,52240,41.633288,-91.570945,IOWA CITY
1593,4136,3,1600,475476.8,1,1,1,111,1,4136,2022-11-01,FAREWAY STORES #983 / GRIMES,A,351 GATEWAY DR,IA,50111,41.68625,-93.779961,GRIMES
1594,6316,0,1852,436064.17,1,1,1,111,1,6316,2022-11-01,BEER THIRTY CARROLL / CARROLL,A,430 EAST 6TH STREET,IA,51401,42.064395,-94.862402,CARROLL
1595,2568,0,1784,167160.7,1,1,1,111,1,2568,2022-11-01,HY-VEE FOOD STORE #4 / CEDAR RAPIDS,A,1556 1ST AVE NE,IA,52402,41.988856,-91.650957,CEDAR RAPIDS
1596,6255,41,274,44742.57,4,3,3,433,1,6255,2022-11-01,KWIK STAR #1165 / SIBLEY,A,1694 PIERCE AVENUE,IA,51249,43.406663,-95.722654,SIBLEY
1597,5007,27,389,52221.3,4,3,3,433,1,5007,2022-11-01,BROTHER'S MARKET / DENVER,A,1022 SKYLAR STREET,IA,50622,42.66167,-92.336297,DENVER
1598,5823,62,310,48659.33,4,3,3,433,1,5823,2022-11-01,CASEY'S GENERAL STORE #2431 / SIOUX CENTER,A,8 7TH ST NE,IA,51250,43.084309,-96.175411,SIOUX CENTER
1599,6110,34,152,7345.52,4,4,4,444,1,6110,2022-11-01,MOES MART #12 / HOSPERS,A,107 HOSPERS DR S,IA,51238,43.072147,-95.907128,HOSPERS
1600,6153,257,22,2053.13,4,4,4,444,1,6153,2022-11-01,OSKALOOSA WATERING HOLE,I,1911 17TH AVE E,IA,52577,41.279085,-92.622791,OSKALOOSA
1601,2853,4,91,15845.94,2,4,4,244,1,2853,2022-11-01,CVS PHARMACY #10452  /  AMES,A,2420 LINCOLN WAY,IA,50014,42.022746,-93.649146,AMES
1602,2595,6,2592,487513.74,3,1,1,311,1,2595,2022-11-01,HY-VEE WINE AND SPIRITS / DENISON,A,"1620  4TH AVE, SOUTH",IA,51442,42.012395,-95.348601,DENISON
1603,5711,20,106,16851.13,4,4,4,444,1,5711,2022-11-01,CASEY'S GENERAL STORE #2864/EVANSDALE,A,1038 RIVER FOREST ROAD,IA,50707,42.463655,-92.297763,EVANSDALE
1604,4577,10,369,38797.27,3,3,3,333,1,4577,2022-11-01,CASEY'S GENERAL STORE #2551 / WOODWARD,A,"906, S MAIN ST",IA,50276,41.848949,-93.9222,WOODWARD
1605,4467,0,1054,44349.45,1,2,3,123,1,4467,2022-11-01,KUM & GO #438 / MUSCATINE,A,1429 PARK AVE,IA,52761,41.441783,-91.030595,MUSCATINE
1606,5547,3,265,33416.02,1,3,3,133,1,5547,2022-11-01,CASEY'S GENERAL STORE #3024 / MEDIAPOLIS,A,208 WAPPELLO ST,IA,52637,,,MEDIAPOLIS
1607,4848,27,701,55486.03,4,2,3,423,1,4848,2022-11-01,KUM & GO #246 / WINTERSET,A,111 E JEFFERSON ST,IA,50273,41.335457,-94.012692,WINTERSET
1608,10048,13,127,17375.33,4,4,4,444,1,10048,2022-11-01,KWIK STAR #1156 / OELWEIN,A,1350 INDUSTRIAL PARK DR.,IA,50662,,,OELWEIN
1609,4210,28,135,36088.32,4,4,3,443,1,4210,2022-11-01,SICHANH LIQUOR STORE,A,812 FLINDT DR,IA,50588,42.645707,-95.189032,STORM LAKE
1610,10060,4,239,25208.11,2,4,4,244,1,10060,2022-11-01,SUPER STOP / ALTOONA,A,2635 ADVENTURELAND DRIVE,IA,50009,41.658525,-93.494757,ALTOONA
1611,5080,5,1931,235410.58,2,1,1,211,1,5080,2022-11-01,C'S LIQUOR STORE,A,719 2ND AVE W,IA,51301,43.14521,-95.147741,SPENCER
1612,6326,4,292,52910.65,2,3,3,233,1,6326,2022-11-01,BEST DEALS / WATERLOO,A,1459 ANSBOROUGH AVENUE,IA,50701,42.493091,-92.376863,WATERLOO
1613,2607,3,2602,335307.99,1,1,1,111,1,2607,2022-11-01,HY-VEE WINE AND SPIRITS / SHENANDOAH,A,520 SO FREMONT,IA,51601,40.761736,-95.385111,SHENANDOAH
1614,3461,3,1514,138074.0,1,1,2,112,1,3461,2022-11-01,HOMETOWN FOODS / STUART,A,607 S DIVISION ST,IA,50250,41.497944,-94.318427,STUART
1615,5565,5,817,88369.19,2,2,2,222,1,5565,2022-11-01,CASEY'S GENERAL STORE #2689 / ANKENY,A,1310 NW 18TH ST,IA,50023,41.746362,-93.616807,ANKENY
1616,5748,18,280,17369.01,4,3,4,434,1,5748,2022-11-01,CASEY'S GENERAL STORE #1887 / CEDAR FALLS,A,2425 CENTER ST,IA,50613,42.558409,-92.456003,CEDAR FALLS
1617,5223,3,578,51637.31,1,2,3,123,1,5223,2022-11-01,CASEY'S GENERAL STORE #1503 / TABOR,A,721 MAIN ST,IA,51653,40.899269,-95.671321,TABOR
1618,2662,0,3522,596676.47,1,1,1,111,0,2662,2022-11-01,HY-VEE WINE & SPIRITS / MUSCATINE,A,"522 MULBERRY, SUITE A",IA,52761,41.426619,-91.044374,MUSCATINE
1619,4503,11,392,28976.75,3,3,4,334,1,4503,2022-11-01,CASEY'S GENERAL STORE #38 / TREYNOR,A,102 W MAIN ST,IA,51575,41.232472,-95.617322,TREYNOR
1620,2689,14,169,26231.97,4,4,4,444,1,2689,2022-11-01,HY-VEE C-STORE - DOUGLAS,A,8607 DOUGLAS AVE,IA,50322,41.629333,-93.736831,URBANDALE
1621,4591,5,380,49339.58,2,3,3,233,1,4591,2022-11-01,CASEY'S GENERAL STORE #3052 / CLARION,A,"222, CENTRAL AVE",IA,50525,42.731649,-93.735029,CLARION
1622,5232,13,245,21474.57,4,4,4,444,1,5232,2022-11-01,CASEY'S GENERAL STORE #27  /  AUDUBO,A,400 MARKET ST,IA,50025,41.720076,-94.934089,AUDUBON
1623,5850,14,263,42936.36,4,3,3,433,1,5850,2022-11-01,CASEY'S GENERAL STORE #2684 - DURANT,A,504 5TH STREET,IA,52747,41.600976,-90.912683,DURANT
1624,5343,6,1269,53514.55,3,1,3,313,1,5343,2022-11-01,FROHLICH'S SUPER VALU,A,403 MAIN ST.,IA,50058,41.870861,-94.676021,COON RAPIDS
1625,6202,4,785,132805.48,2,2,2,222,1,6202,2022-11-01,XO FOOD & LIQUOR / WATERLOO,A,428 FRANKLIN STREET,IA,50703,42.501602,-92.334641,WATERLOO
1626,6235,3,2737,251559.13,1,1,1,111,1,6235,2022-11-01,WORLD LIQUOR & TOBACCO + VAPORS / ADEL,A,918 COURT ST.,IA,50003,41.618253,-94.019638,ADEL
1627,4801,53,246,50650.92,4,4,3,443,1,4801,2022-11-01,WALGREENS #05852 / DES MOINES,A,3030 UNIVERSITY AVE,IA,50311,41.60037,-93.658695,DES MOINES
1628,5206,0,862,94826.52,1,2,2,122,1,5206,2022-11-01,BROTHERS MARKET  /  GRUNDY CENTER,A,1400 G  AVE,IA,50638,42.36157,-92.782283,GRUNDY CENTER
1629,5783,12,298,31048.55,4,3,4,434,1,5783,2022-11-01,CASEY'S GENERAL STORE #2319 / FT MADISON,A,1428 38TH ST,IA,52627,40.624188,-91.361802,FORT MADISON
1630,5918,48,240,40624.69,4,4,3,443,1,5918,2022-11-01,THE SNACK SHACK #2 / WATERLOO,A,189 W 11TH ST,IA,50702,42.490354,-92.33218,WATERLOO
1631,6189,6,707,175398.42,3,2,1,321,1,6189,2022-11-01,HY-VEE DOLLAR FRESH / MANCHESTER,A,1080 W MAIN ST.,IA,52057,42.483883,-91.471716,MANCHESTER
1632,10074,0,13,17261.1,1,4,4,144,1,10074,2022-11-01,COSTCO WHOLESALE #1630 / ANKENY,A,4000 NE SPECTRUM DRIVE,IA,50021,,,ANKENY
1633,6013,124,756,34092.8,4,2,3,423,1,6013,2022-11-01,MILL STREET LIQUOR / LAKE MILLS,I,107 N MILL ST,IA,50450,43.419668,-93.535032,LAKE MILLS
1634,5800,6,1003,76465.79,3,2,2,322,1,5800,2022-11-01,BREW GAS COFFEE WINE SPIRITS,A,2026 RIVERSIDE BLVD,IA,51109,42.51496,-96.474603,SIOUX CITY
1635,4119,4,345,71600.04,2,3,2,232,1,4119,2022-11-01,TARGET STORE T-2526 / CEDAR FALLS,A,214 VIKING PLAZA DR,IA,50613,42.48296,-92.441858,CEDAR FALLS
1636,4687,4,1395,60430.95,2,1,2,212,1,4687,2022-11-01,KUM & GO #517 / CEDAR RAPIDS,A,3132 1ST AVE NE,IA,52402,42.00965,-91.634941,CEDAR RAPIDS
1637,4956,0,720,72927.56,1,2,2,122,1,4956,2022-11-01,THE COOLER,A,"4920, JOHNSON AVE NW",IA,52405,41.968013,-91.734306,CEDAR RAPIDS
1638,5806,26,150,14366.38,4,4,4,444,1,5806,2022-11-01,CASEY'S GENERAL STORE #1159 / CORRECTIONVILLE,A,524 11TH ST,IA,51016,42.482202,-95.783074,CORRECTIONVILLE
1639,5804,0,186,16338.91,1,4,4,144,1,5804,2022-11-01,CASEY'S GENERAL STORE #2030 / CLINTON,A,1336 CAMANCHE AVE,IA,52732,41.83082,-90.200693,CLINTON
1640,10070,0,125,13678.92,1,4,4,144,1,10070,2022-11-01,LE CLAIRE GROCERY STORE / LE CLAIRE,A,536 NORTH CODY ROAD,IA,52753,41.60344,-90.34385,LE CLAIRE
1641,3484,12,640,55954.1,4,2,3,423,1,3484,2022-11-01,JEFF'S FOODS,A,110 W CEDAR ST,IA,51035,42.825681,-95.808579,MARCUS
1642,4876,10,1056,171083.77,3,2,1,321,1,4876,2022-11-01,QUICK MART / HIAWATHA,A,"655, ROBBINS RD",IA,52233,42.044452,-91.672961,HIAWATHA
1643,6271,5,482,75258.51,2,3,2,232,1,6271,2022-11-01,KIMMES KINGSLEY COUNTRY STORE #16 / KINGSLEY,A,109 MAIN ST.,IA,51028,42.587239,-95.967323,KINGSLEY
1644,5650,0,285,19918.58,1,3,4,134,1,5650,2022-11-01,THE DEPOT WILLIAMSBURG,A,103 HIGHLAND ST,IA,52361,41.664796,-92.00735,WILLIAMSBURG
1645,5354,0,351,34693.15,1,3,3,133,1,5354,2022-11-01,KIMMES WALL LAKE,A,129 CENTER STREET,IA,51466,42.271309,-95.090639,WALL LAKE
1646,4692,5,127,16901.34,2,4,4,244,1,4692,2022-11-01,WALGREENS #05886 / KEOKUK,A,1215 MAIN ST,IA,52632,40.401735,-91.389558,KEOKUK
1647,6266,13,415,52261.89,4,3,3,433,1,6266,2022-11-01,KWIK STAR #607 / MARSHALLTOWN,A,814 SOUTH 6TH STREET,IA,50158,42.038038,-92.92138,MARSHALLTOWN
1648,5054,6,3590,379486.07,3,1,1,311,0,5054,2022-11-01,CORK 'N BOTTLE / MANCHESTER,A,900 E MAIN ST,IA,52087,42.484073,-91.444996,MANCHESTER
1649,5459,3,399,34308.49,1,3,3,133,1,5459,2022-11-01,CASEY'S GENERAL STORE #1653 / CORNING,A,204 6TH ST,IA,50841,,,CORNING
1650,5496,0,988,180770.8,1,2,1,121,1,5496,2022-11-01,DHAKALS LLC,A,3108 W CENTRAL PARK AVE,IA,52804,41.545421,-90.620282,DAVENPORT
1651,4803,10,494,96866.4,3,3,2,332,1,4803,2022-11-01,WALGREENS #07453 / DES MOINES,A,104 E EUCLID AVE,IA,50313,41.627683,-93.617191,DES MOINES
1652,3679,3,1919,142935.37,1,1,2,112,1,3679,2022-11-01,FRANKLIN STREET FLORAL & GIFT,A,103 FRANKLIN ST,IA,52159,43.055133,-91.390767,MONONA
1653,5373,24,324,33170.57,4,3,3,433,1,5373,2022-11-01,SODES GREEN ACRE,A,7 GOETHE STREET SUITE B,IA,52052,42.782885,-91.096285,GUTTENBERG
1654,5561,3,928,56033.0,1,2,3,123,1,5561,2022-11-01,CASEY'S GENERAL STORE #32 / MADRID,A,117 N KENNEDY AVE,IA,50156,41.877618,-93.815677,MADRID
1655,5743,5,905,70342.67,2,2,2,222,1,5743,2022-11-01,CASEY'S GENERAL STORE #3327 / FAIRFIELD,A,2125 LIBERTYVILLE RD,IA,52556,40.988355,-91.963638,FAIRFIELD
1656,5559,5,1146,159967.54,2,2,1,221,1,5559,2022-11-01,W-MART,A,1205 & 1207 E LOCUST ST,IA,52803,41.5383,-90.557921,DAVENPORT
1657,6299,4,622,40273.97,2,2,3,223,1,6299,2022-11-01,CASEY'S #3953 / DES MOINES,A,3121 FOREST AVENUE,IA,50311,41.604002,-93.660612,DES MOINES
1658,3805,0,1014,241302.76,1,2,1,121,1,3805,2022-11-01,WASHINGTON STREET MINI MART,A,1601 WASHINGTON ST,IA,52804,41.535982,-90.596253,DAVENPORT
1659,5775,13,341,52924.31,4,3,3,433,1,5775,2022-11-01,CASEY'S GENERAL STORE #1378 / JESUP,A,1330 6TH ST,IA,50648,42.469199,-92.063377,JESUP
1660,4793,5,384,23943.14,2,3,4,234,1,4793,2022-11-01,FORT MADISON FAST BREAK,A,5002 AVENUE O,IA,52627,40.624074,-91.377442,FORT MADISON
1661,4645,24,182,21603.24,4,4,4,444,1,4645,2022-11-01,KWIK SHOP #589 / ELDRIDGE,A,"1, GROVE RD",IA,52748,41.694958,-90.548679,ELDRIDGE
1662,5796,5,200,26864.88,2,4,4,244,1,5796,2022-11-01,CASEY'S GENERAL STORE #1541 / WEST BEND,A,316 2ND AVE NE,IA,50597,42.965672,-94.442986,WEST BEND
1663,10018,20,158,19327.24,4,4,4,444,1,10018,2022-11-01,KWIK STAR #710 / TOLEDO,A,1002 SOUTH COUNTY RD,IA,52342,41.986706,-92.581683,TOLEDO
1664,4673,5,1094,157879.19,2,2,1,221,1,4673,2022-11-01,SONNY'S SUPER MARKET / WEST POINT,A,327 5TH ST,IA,52656,40.717863,-91.452491,WEST POINT
1665,6052,3,568,46183.45,1,2,3,123,1,6052,2022-11-01,CASEY'S GENERAL STORE #2568 / NORWALK,A,1510 SUNSET DR,IA,50211,41.483661,-93.675082,NORWALK
1666,3592,3,2599,460952.28,1,1,1,111,1,3592,2022-11-01,WAL-MART 0886 / FORT DODGE,A,3036 1ST AVE SOUTH,IA,50501,42.505334,-94.153912,FORT DODGE
1667,5478,3,354,50772.5,1,3,3,133,1,5478,2022-11-01,CASEY'S GENERAL STORE #3587 / BURLINGTON,A,1911 DES MOINES AVE,IA,52601,40.828252,-91.108065,BURLINGTON
1668,6089,3,619,28725.21,1,2,4,124,1,6089,2022-11-01,CIRCLE K #22654124 / PERRY,A,1115 HWY 141,IA,50220,41.830334,-94.10386,PERRY
1669,4578,12,317,43850.16,4,3,3,433,1,4578,2022-11-01,CASEY'S GENERAL STORE #2592 / FARMINGTON,A,201 S 4TH ST,IA,52626,40.639743,-91.740069,FARMINGTON
1670,6218,68,138,20850.27,4,4,4,444,1,6218,2022-11-01,BOJI JUNCTION / MILFORD,A,2301 OKOBOJI AVENUE,IA,51351,43.338503,-95.149926,MILFORD
1671,4419,24,235,20340.57,4,4,4,444,1,4419,2022-11-01,KUM & GO #4 / LAMONI,A,2091 E MAIN ST,IA,50140,40.623454,-93.896684,LAMONI
1672,5393,14,231,40352.04,4,4,3,443,1,5393,2022-11-01,CASEY'S GENERAL STORE # 1799/ OSAGE,A,309 MAIN ST.,IA,50461,43.28407,-92.817696,OSAGE
1673,10061,5,101,4921.1,2,4,4,244,1,10061,2022-11-01,BIG 10 MART #19 / HIAWATHA,A,1225 BOYSON ROAD,IA,52233,42.044219,-91.689629,HIAWATHA
1674,2706,11,146,11514.4,3,4,4,344,1,2706,2022-11-01,HY-VEE FAST AND FRESH / JOHNSTON,A,5169 MERLE HAY RD.,IA,50131,41.654168,-93.697534,JOHNSTON
1675,3932,6,1994,206801.88,3,1,1,311,1,3932,2022-11-01,MAIN STREET SPIRITS / MAPLETON,A,311 MAIN ST,IA,51034,42.165915,-95.79375,MAPLETON
1676,5279,4,582,52652.46,2,2,3,223,1,5279,2022-11-01,CASEY'S GENERAL STORE # 2560/ AMES,A,3020 DUFF AVE,IA,50010,42.051189,-93.618112,AMES
1677,3784,6,1417,148105.68,3,1,2,312,1,3784,2022-11-01,HARTIG DRUG #14 / INDEPENDENCE,A,200  1ST ST EAST,IA,50644,42.468721,-91.893016,INDEPENDENCE
1678,4254,5,518,67290.09,2,3,2,232,1,4254,2022-11-01,FAREWAY STORES #849 / EMMETSBURG,A,2008 12TH STREET,IA,50536,43.109244,-94.677307,EMMETSBURG
1679,6331,0,1091,23880.3,1,2,4,124,1,6331,2022-11-01,MAIN STREET TOBACCO SHOP / MAQUOKETA,A,113 NORTH MAIN STREET,IA,52060,42.069736,-90.665532,MAQUOKETA
1680,5825,10,414,52143.08,3,3,3,333,1,5825,2022-11-01,CASEY'S GENERAL STORE #2019 / WEST BURLINGTON,A,501 E MT PLEASANT ST,IA,52655,40.825978,-91.150633,WEST BURLINGTON
1681,4500,13,305,50017.3,4,3,3,433,1,4500,2022-11-01,CASEY'S GENERAL STORE #2788 / NORTH LIBERTY,A,595 N KANSAS AVE,IA,52317,41.751999,-91.636957,NORTH LIBERTY
1682,3710,17,57,12551.21,4,4,4,444,1,3710,2022-11-01,NEW YORK DOLLAR STORE,A,219 MAIN ST,IA,52738,41.279559,-91.360496,COLUMBUS JUNCTION
1683,3888,6,850,175780.22,3,2,1,321,1,3888,2022-11-01,WAL-MART 0647 / GRINNELL,A,415 INDUSTRIAL AVE,IA,50112,41.720919,-92.730259,GRINNELL
1684,4674,4,975,70660.88,2,2,2,222,1,4674,2022-11-01,KUM & GO #227 / AMES,A,2108 ISAAC NEWTON DR,IA,50010,42.009583,-93.585995,AMES
1685,6010,6,81,10369.92,3,4,4,344,1,6010,2022-11-01,CASEY'S GENERAL STORE #1084 / EVANSDALE,A,3601 LAFAYETTE RD,IA,50707,42.477215,-92.287899,EVANSDALE
1686,5715,6,492,35127.49,3,3,3,333,1,5715,2022-11-01,RAYSMARKET,A,3452 LAFAYETTE ROAD,IA,50707,42.478437,-92.291731,EVANSDALE
1687,2602,3,4243,487180.11,1,1,1,111,0,2602,2022-11-01,HY-VEE FOOD STORE / WEBSTER CITY,A,823  2ND ST,IA,50595,42.469466,-93.825486,WEBSTER CITY
1688,5903,10,388,61154.59,3,3,2,332,1,5903,2022-11-01,HOT SPOT FOOD AND LIQUOR / BURLINGTON,A,1618 OSBORN STREET,IA,52601,40.825513,-91.112635,BURLINGTON
1689,4183,3,1358,202565.04,1,1,1,111,1,4183,2022-11-01,FAREWAY STORES #589 / DECORAH,A,103 E MAIN,IA,52101,43.303291,-91.785286,DECORAH
1690,3916,3,992,43849.36,1,2,3,123,1,3916,2022-11-01,SMOKIN' JOE'S #5 TOBACCO AND LIQUOR OUTLET,A,1115 ALBIA RD,IA,52501,41.009343,-92.437229,OTTUMWA
1691,5006,21,177,10539.54,4,4,4,444,1,5006,2022-11-01,KWIK STOP 16TH STREET #325,A,1210 E 16TH ST,IA,52001,42.511752,-90.655786,DUBUQUE
1692,5089,6,608,51353.77,3,2,3,323,1,5089,2022-11-01,MOS MINI MART,A,"614, E ERIE ST",IA,51555,41.556439,-95.886703,MISSOURI VALLEY
1693,5875,34,128,14777.45,4,4,4,444,1,5875,2022-11-01,FAIRBANK FOOD CENTER / FAIRBANK,A,102 N 4TH ST,IA,50629,42.639631,-92.047352,FAIRBANK
1694,6241,6,159,15892.65,3,4,4,344,1,6241,2022-11-01,RAYMOND'S STATION / GARWIN,A,501 FRONT STREET,IA,50632,42.093297,-92.678397,GARWIN
1695,4497,21,184,25302.27,4,4,4,444,1,4497,2022-11-01,CASEY'S GENERAL STORE #20 / ALDEN,A,"1008, GRAND",IA,50006,42.514223,-93.380237,ALDEN
1696,5871,13,854,161480.36,4,2,1,421,1,5871,2022-11-01,GM MART / IOWA CITY,A,2601 HIGHWAY 6 EAST,IA,52240,41.634734,-91.49667,IOWA CITY
1697,5236,3,4002,433371.77,1,1,1,111,0,5236,2022-11-01,"GIGGLE JUICE LIQUOR STATION, LLC",A,600 W. MAIN ST.,IA,52205,42.108201,-91.290948,ANAMOSA
1698,4532,10,294,29682.51,3,3,4,334,1,4532,2022-11-01,CASEY'S GENERAL STORE #2274 / SIOUX RAPIDS,A,720 HWY 71,IA,50585,42.88744,-95.152943,SIOUX RAPIDS
1699,5077,3,1787,294659.99,1,1,1,111,1,5077,2022-11-01,WAL-MART 3150 / COUNCIL BLUFFS,A,1800 N 16TH ST,IA,51501,41.280027,-95.867438,COUNCIL BLUFFS
1700,4428,4,1926,79663.58,2,1,2,212,1,4428,2022-11-01,KUM & GO #200 / AMES,A,4510 MORTENSEN RD,IA,50014,42.0121,-93.679384,AMES
1701,5070,0,1523,61635.29,1,1,2,112,1,5070,2022-11-01,JEFF'S MARKET / WILTON,A,101 E 4TH ST,IA,52778,41.58873,-91.01652,WILTON
1702,4872,5,919,65756.27,2,2,2,222,1,4872,2022-11-01,CASEY'S GENERAL STORE #2644 / EARLHAM,A,975 N CHESTNUT AVE,IA,50072,41.500191,-94.123159,EARLHAM
1703,5771,13,186,29708.96,4,4,4,444,1,5771,2022-11-01,CASEY'S GENERAL STORE #2867 / WATERLOO,A,2424 RANCHERO RD,IA,50701,42.454223,-92.407574,WATERLOO
1704,9039,12,43,159021.24,4,4,1,441,1,9039,2022-11-01,FOUNDRY DISTILLING COMPANY,I,111 SOUTH 11TH ST. STE 100,IA,50265,41.568657,-93.718007,WEST DES MOINES
1705,6170,4,676,53764.61,2,2,3,223,1,6170,2022-11-01,CASEY'S GENERAL STORE #4 / DES MOINES,A,6565 NW 6TH DR,IA,50313,41.67967,-93.629572,DES MOINES
1706,6295,5,327,43674.42,2,3,3,233,1,6295,2022-11-01,BOB & SCOTT'S / PRIMGHAR,A,110 1ST STREET NORTHEAST,IA,51245,43.087267,-95.628128,PRIMGHAR
1707,5666,6,599,1299116.14,3,2,1,321,1,5666,2022-11-01,COSTCO WHOLESALE #1325 / DAVENPORT,A,2790 E 53RD ST,IA,52807,41.57483,-90.533939,DAVENPORT
1708,5928,19,165,22600.95,4,4,4,444,1,5928,2022-11-01,CASEY'S GENERAL STORE #1762 / ALGONA,A,602 E STATE STREET,IA,50511,43.068899,-94.230221,ALGONA
1709,2585,5,2602,603922.11,2,1,1,211,1,2585,2022-11-01,HY-VEE WINE AND SPIRITS / ALGONA,A,1502 HIGHWAY 169 N SUITE 1,IA,50511,43.08091,-94.235955,ALGONA
1710,4103,4,1592,253658.0,2,1,1,211,1,4103,2022-11-01,FAREWAY STORES #093 / AMES,A,3619 STANGE RD,IA,50010,42.057156,-93.645022,AMES
1711,5945,0,381,47865.66,1,3,3,133,1,5945,2022-11-01,CASEY'S GENERAL STORE #3899 / CEDAR RAPIDS,A,235 EDGEWOOD RD NW,IA,52405,41.974234,-91.715931,CEDAR RAPIDS
1712,3385,4,2396,2711642.61,2,1,1,211,0,3385,2022-11-01,SAM'S CLUB 8162 / CEDAR RAPIDS,A,2605 BLAIRS FERRY RD NE,IA,52402,42.031819,-91.67969,CEDAR RAPIDS
1713,5801,3,165,19347.88,1,4,4,144,1,5801,2022-11-01,CASEY'S GENERAL STORE #2647 / CENTER POINT,A,4397 N CENTER POINT,IA,52213,42.168384,-91.466769,CENTER POINT
1714,5746,21,174,27193.87,4,4,4,444,1,5746,2022-11-01,CASEY'S GENERAL STORE #3037 / CHEROKEE,A,1200 N 2ND ST,IA,51012,42.764395,-95.552351,CHEROKEE
1715,5039,0,373,50438.19,1,3,3,133,1,5039,2022-11-01,CASEY'S GENERAL STORE #3384 / SOLON,A,1200 S MARKET ST,IA,52333,41.797403,-91.490644,SOLON
1716,4234,5,529,120650.3,2,3,2,232,1,4234,2022-11-01,FAREWAY STORES #788 / SPENCER,A,104 E EIGHTH ST,IA,51301,43.145797,-95.143388,SPENCER
1717,4657,6,442,42839.52,3,3,3,333,1,4657,2022-11-01,CASEY'S GENERAL STORE #2526 / WELLSBURG,A,308 N WASHINGTON,IA,50680,42.436438,-92.925248,WELLSBURG
1718,6097,5,350,50693.9,2,3,3,233,1,6097,2022-11-01,BREW OIL #51 / SANBORN,A,101 W 7TH ST,IA,51248,43.186035,-95.656064,SANBORN
1719,4396,6,269,35417.69,3,3,3,333,1,4396,2022-11-01,"TRUNCK'S COUNTRY FOODS, INC.",A,606 GRUNDY AVE,IA,50669,42.325703,-92.601293,REINBECK
1720,10063,6,138,13757.89,3,4,4,344,1,10063,2022-11-01,IB PONY / WATERLOO,A,9 N ELK RUN ROAD,IA,50703,42.498751,-92.258871,WATERLOO
1721,2722,35,30,5145.14,4,4,4,444,1,2722,2022-11-01,HY-VEE GAS #5 / DAVENPORT,A,2353 W LOCUST ST,IA,52804,41.538203,-90.612631,DAVENPORT
1722,5522,6,583,45159.69,3,2,3,323,1,5522,2022-11-01,CASEY'S GENERAL STORE #3653 / GREENE,A,209 W SOUTH ST,IA,50636,42.890772,-92.812326,GREENE
1723,3890,0,2314,103100.43,1,1,2,112,1,3890,2022-11-01,SMOKIN' JOE'S #7 TOBACCO AND LIQUOR OUTLET,A,904  1ST AVE NW,IA,52405,41.972773,-91.683667,CEDAR RAPIDS
